,CLA FP Equity_DX_SI_QTY,CLA FP Equity_DX_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CLA FP Equity_DX_SI_MV,CLA FP Equity_DX_DSS,CLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY,CLA FP Equity_DX_BROKER_SI_QTY,CLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CLA FP Equity_DX_BROKER_SI_MV_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CLA FP Equity_DX_BROKER_SI_MV_INC_x,CLA FP Equity_DX_SUPPLY_SI_MV_NEW,CLA FP Equity_DX_BROKER_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_NEW,CLA FP Equity_DX_SUPPLY_SI_MV_DEC,CLA FP Equity_DX_BROKER_SI_QTY_INC,CLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CLA FP Equity_DX_BROKER_SI_MV_NEW_y,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CLA FP Equity_DX_BROKER_SI_MV_INC_y,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CLA FP Equity_DX_BROKER_SI_MV_ADD,CLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_DEC,CLA FP Equity_DX_SUPPLY_SI_MV,CLA FP Equity_DX_BROKER_SI_MV_DEC,CLA FP Equity_DX_SUPPLY_SI_MV_RMV,CLA FP Equity_DX_BROKER_SI_MV_RMV,CLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CLA FP Equity_DX_UTILIZATION_QUANTITY,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CLA FP Equity_DX_BROKER_SI_CON_RATIO,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CLA FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-26,135576.0,1816718.4,2.37,13.39,2.0,2.24,1.0,1769255.6,3542.0,132034.0,47462.8,,,11.0,0.02,,,,,1584.0,,,,0.02,11.0,,,,0.06,,,,8.2,8.2,39634.0,531095.6,,0.58,9.1,,1.0,100.0,3.1401
2006-09-27,135540.0,1794549.6,2.37,13.13,2.0,2.24,1.0,1748130.16,3506.0,132034.0,46419.44,,,,,,,,0.0,,36.0,,,,,,,,0.06,,,,8.22,8.22,39132.0,518107.68,,0.56,9.31,,1.0,100.0,3.1789
2006-09-28,135500.0,1788600.0,2.37,12.83,2.0,2.23,1.0,1742848.8,3466.0,132034.0,45751.2,,,,,,,,0.0,,40.0,,,,,,,,0.06,,,,8.16,8.16,39036.0,515275.2,,0.56,9.27,,1.0,100.0,3.1881
2006-09-29,135498.0,1788573.6,2.37,12.85,2.0,2.23,1.0,1742848.8,3464.0,132034.0,45724.8,,,,,,,,0.0,,2.0,,,,,,,,0.06,,,,8.15,8.15,39024.0,515116.8,,0.56,9.27,,1.0,100.0,3.1891
2006-10-02,135472.0,1792294.56,2.37,12.91,2.0,2.23,1.0,1746809.82,3438.0,132034.0,45484.74,,,,,,,,0.0,,26.0,,,,,,,,0.06,,,,8.1,8.1,39014.0,516155.22,,0.56,9.2,,1.0,100.0,3.1912
2006-10-03,135500.0,1802150.0,2.37,12.74,1.99,2.23,1.0,1756052.2,3466.0,132034.0,46097.8,,,28.0,,,,,,,,,,,28.0,,,,0.06,,,,8.15,8.15,39078.0,519737.4,,0.56,9.24,,1.0,100.0,3.1849
2006-10-04,137113.0,1819489.51,2.39,13.25,2.02,2.26,1.0,1773110.86,3495.0,133618.0,46378.65,,,29.0,0.02,,,,,1584.0,,,,0.02,29.0,,,,0.06,,,,8.21,8.21,39051.0,518206.77,,0.56,9.28,,1.0,100.0,3.2227
2006-10-05,137107.0,1824894.17,2.39,11.99,2.02,2.26,1.0,1778455.58,3489.0,133618.0,46438.59,,,,,,,,0.0,,6.0,,,,,,,,0.06,,,,8.21,8.21,39023.0,519396.13,,0.56,9.28,,1.0,100.0,3.2252
2006-10-06,137127.0,1844358.15,2.39,12.21,2.02,2.26,1.0,1797162.1,3509.0,133618.0,47196.05,,,20.0,,,,,,,,,,,20.0,,,,0.06,,,,8.25,8.25,39003.0,524590.35,,0.56,9.34,,1.0,100.0,3.2256
2006-10-09,137151.0,1850166.99,2.39,12.35,2.02,2.26,1.0,1802506.82,3533.0,133618.0,47660.17,,,23.0,,,,,,,,,,,23.0,,,,0.06,,,,8.3,8.3,39049.0,526771.01,,0.56,9.37,,1.0,100.0,3.2209
2006-10-10,137175.0,1851862.5,2.39,12.45,2.02,2.26,1.0,1803843.0,3557.0,133618.0,48019.5,,,25.0,,,,,,,,,,,25.0,,,,0.06,,,,8.36,8.36,39003.0,526540.5,,0.56,9.46,,1.0,100.0,3.2231
2006-10-11,140364.0,1883684.88,2.45,13.11,2.07,2.31,1.0,1793153.56,6746.0,133618.0,90531.32,,,,,,,,0.0,,10.0,,,,,,3199.0,,0.11,,,,15.76,15.76,36059.0,483911.78,,0.52,17.69,,1.0,100.0,3.2791
2006-10-12,140329.0,1893038.21,2.47,13.81,2.06,2.31,1.0,1802506.82,6711.0,133618.0,90531.39,,,,,,,,0.0,,36.0,,,,,,,,0.11,,,,15.69,15.69,36067.0,486543.83,,0.52,17.61,,1.0,100.0,3.2804
2006-10-13,140374.0,1881011.6,2.47,14.41,2.07,2.31,1.0,1790481.2,6756.0,133618.0,90530.4,,,45.0,,,,,,,,,,,45.0,,,,0.11,,,,15.78,15.78,36066.0,483284.4,,0.52,17.69,,1.0,100.0,3.2782
2006-10-16,140339.0,1890366.33,2.47,14.57,2.06,2.31,1.0,1799834.46,6721.0,133618.0,90531.87,,,5.0,,,,,0.0,,39.0,,,,5.0,,,,0.11,,,,15.7,15.7,36095.0,486199.65,,0.52,17.59,,1.0,100.0,3.2776
2006-10-17,140372.0,1890810.84,2.47,14.57,2.06,2.31,1.0,1799834.46,6754.0,133618.0,90976.38,,,32.0,,,,,,,,,,,32.0,,,,0.11,,,,15.75,15.75,36136.0,486751.92,,0.52,17.6,,1.0,100.0,3.2728
2006-10-18,146894.0,2116742.54,2.58,15.41,2.16,2.42,1.0,1925435.38,13276.0,133618.0,191307.16,,,6523.0,,,,,,,,,,,6523.0,,,,0.22,,,,100.0,31.04,0.0,0.0,,0.0,100.0,,1.0,100.0,3.4348
2006-10-19,147096.0,2172607.92,2.58,14.9,2.16,2.42,1.0,1973537.86,13478.0,133618.0,199070.06,,,220.0,,,,,0.0,,18.0,,,,220.0,,,,0.22,,,,31.33,31.33,29538.0,436276.26,,0.43,33.84,,1.0,100.0,3.4196
2006-10-20,147252.0,2116011.24,2.59,14.62,2.17,2.42,1.0,1920090.66,13634.0,133618.0,195920.58,,,156.0,,,,,,,,,,,156.0,,,,0.22,,,,31.58,31.58,29533.0,424389.21,,0.43,34.03,,1.0,100.0,3.4112
2006-10-23,147164.0,2089728.8,2.58,14.63,2.16,2.42,1.0,1897375.6,13546.0,133618.0,192353.2,,,1.0,,,,,0.0,,89.0,,,,1.0,,,,0.22,,,,31.47,31.47,29505.0,418971.0,,0.43,33.91,,1.0,100.0,3.4183
2006-10-24,147086.0,2054791.42,2.58,14.73,2.16,2.42,1.0,1866643.46,13468.0,133618.0,188147.96,,,,,,,,0.0,,79.0,,,,,,,,0.22,,,,31.33,31.33,29518.0,412366.46,,0.43,33.8,,1.0,100.0,3.4217
2006-10-25,147374.0,2048498.6,2.59,14.78,2.17,2.43,1.0,1857290.2,13756.0,133618.0,191208.4,,,357.0,,,,,0.0,,69.0,,,,357.0,,,,0.23,,,,31.68,31.68,29660.0,412274.0,,0.42,34.83,,1.0,100.0,3.3944
2006-10-26,147339.0,2048012.1,2.59,14.97,2.16,2.42,1.0,1857290.2,13721.0,133618.0,190721.9,,,,,,,,0.0,,35.0,,,,,,,,0.23,,,,31.62,31.62,29672.0,412440.8,,0.42,34.77,,1.0,100.0,3.3954
2006-10-27,147351.0,2136589.5,2.59,14.99,2.17,2.42,1.0,1937461.0,13733.0,133618.0,199128.5,,,12.0,,,,,,,,,,,12.0,,,,0.23,,,,31.65,31.65,29662.0,430099.0,,0.42,34.78,,1.0,100.0,3.3956
2006-10-30,147561.0,2198658.9,2.59,14.88,2.17,2.43,1.0,1990908.2,13943.0,133618.0,207750.7,,,210.0,,,,,,,,,,,210.0,,,,0.23,,,,100.0,31.97,0.0,0.0,,0.0,100.0,,1.0,100.0,3.3833
2006-10-31,147649.0,2242788.31,2.59,14.44,2.17,2.43,1.0,2029657.42,14031.0,133618.0,213130.89,,,88.0,,,,,,,,,,,88.0,,,,0.23,,,,100.0,32.08,0.0,0.0,,0.0,100.0,,1.0,100.0,3.3761
2006-11-01,148383.0,2270259.9,2.55,14.31,2.14,2.44,1.0,2044355.4,14765.0,133618.0,225904.5,,,734.0,,,,,,,,,,,734.0,,,,0.24,,,,100.0,33.02,0.0,0.0,,0.0,100.0,,1.0,100.0,3.3188
2006-11-02,148379.0,2239039.11,2.55,16.01,2.14,2.44,1.0,2016295.62,14761.0,133618.0,222743.49,,,17.0,,,,,0.0,,22.0,,,,17.0,,,,0.24,,,,100.0,33.01,0.0,0.0,,0.0,100.0,,1.0,100.0,3.3186
2006-11-03,148363.0,2203190.55,2.55,16.58,2.14,2.44,1.0,1984227.3,14745.0,133618.0,218963.25,,,11.0,,,,,0.0,,26.0,,,,11.0,,,,0.24,,,,100.0,33.01,0.0,0.0,,0.0,100.0,,1.0,100.0,3.3217
2006-11-06,148255.0,2171935.75,2.54,16.48,2.14,2.44,1.0,1957503.7,14637.0,133618.0,214432.05,,,,,,,,0.0,,109.0,,,,,,,,0.24,,,,100.0,32.85,0.0,0.0,,0.0,100.0,,1.0,100.0,3.3269
2006-11-07,148193.0,2215485.35,2.54,17.07,2.14,2.44,1.0,1997589.1,14575.0,133618.0,217896.25,,,3.0,,,,,0.0,,65.0,,,,3.0,,,,0.24,,,,100.0,32.75,0.0,0.0,,0.0,100.0,,1.0,100.0,3.3296
2006-11-08,137548.0,2049465.2,2.36,16.4,1.98,2.26,1.0,1990908.2,3930.0,133618.0,58557.0,,,98.0,,,,,0.18,,10743.0,,,,98.0,,,,0.06,,,,8.79,8.79,40760.0,607324.0,,0.63,9.29,,1.0,100.0,3.0778
2006-11-09,137508.0,2058494.76,2.36,17.12,1.98,2.26,1.0,2000261.46,3890.0,133618.0,58233.3,,,,,,,,0.0,,40.0,,,,,,,,0.06,,,,8.72,8.72,40700.0,609279.0,,0.63,9.25,,1.0,100.0,3.0838
2006-11-10,137547.0,2067331.41,2.36,17.25,1.98,2.26,1.0,2008278.54,3929.0,133618.0,59052.87,,,39.0,,,,,,,,,,,39.0,,,,0.06,,,,8.8,8.8,40710.0,611871.3,,0.63,9.32,,1.0,100.0,3.0813
2006-11-13,137572.0,2166759.0,2.36,17.34,1.98,2.26,1.0,2104483.5,3954.0,133618.0,62275.5,,,25.0,,,,,,,,,,,25.0,,,,0.07,,,,8.86,8.86,40668.0,640521.0,,0.63,9.39,,1.0,100.0,3.0831
2006-11-14,137751.0,2305951.74,2.36,17.05,1.99,2.27,1.0,2236765.32,4133.0,133618.0,69186.42,,,179.0,,,,,,,,,,,179.0,,,,0.07,,,,9.23,9.23,40650.0,680481.0,,0.63,9.79,,1.0,100.0,3.0759
2006-11-15,138006.0,2304700.2,2.37,16.94,1.99,2.27,1.0,2231420.6,4388.0,133618.0,73279.6,,,254.0,,,,,,,,,,,254.0,,,,0.07,,,,9.33,9.33,42629.0,711904.3,,0.71,9.26,,1.0,100.0,2.9352
2006-11-16,138012.0,2262016.68,2.37,19.17,1.99,2.27,1.0,2189999.02,4394.0,133618.0,72017.66,,,7.0,,,,,,,,,,,7.0,,,,0.07,,,,9.34,9.34,42649.0,699017.11,,0.71,9.26,,1.0,100.0,2.9337
2006-11-17,137909.0,2227230.35,2.37,19.15,1.99,2.27,1.0,2157930.7,4291.0,133618.0,69299.65,,,,,,,,0.0,,103.0,,,,,,,,0.07,,,,9.14,9.14,42671.0,689136.65,,0.71,9.05,,1.0,100.0,2.9366
2006-11-20,137862.0,2241636.12,2.37,18.99,1.99,2.27,1.0,2172628.68,4244.0,133618.0,69007.44,,,,,,,,0.0,,47.0,,,,,,,,0.07,,,,9.04,9.04,42695.0,694220.7,,0.71,8.94,,1.0,100.0,2.937
2006-11-21,137877.0,2232228.63,2.37,18.76,1.99,2.27,1.0,2163275.42,4259.0,133618.0,68953.21,,,15.0,,,,,,,,,,,15.0,,,,0.07,,,,9.07,9.07,42686.0,691086.34,,0.71,8.98,,1.0,100.0,2.937
2006-11-22,137835.0,2239818.75,2.36,19.01,1.99,2.27,1.0,2171292.5,4217.0,133618.0,68526.25,,,,,,,,0.0,,42.0,,,,,,,,0.07,,,,9.11,9.11,42085.0,683881.25,,0.69,9.17,,1.0,100.0,2.9769
2006-11-23,137883.0,2233704.6,2.37,19.0,1.99,2.27,1.0,2164611.6,4265.0,133618.0,69093.0,,,48.0,,,,,,,,,,,48.0,,,,0.07,,,,9.21,9.21,42060.0,681372.0,,0.69,9.27,,1.0,100.0,2.9765
2006-11-24,137824.0,2218966.4,2.36,18.54,1.99,2.27,1.0,2151249.8,4206.0,133618.0,67716.6,,,,,,,,0.0,,59.0,,,,,,,,0.07,,,,19.65,19.65,17197.0,276871.7,,0.28,19.66,,1.0,100.0,6.4395
2006-11-27,137832.0,2208068.64,2.36,18.87,1.99,2.27,1.0,2140560.36,4214.0,133618.0,67508.28,,,7.0,,,,,,,,,,,7.0,,,,0.07,,,,19.71,19.71,17161.0,274919.22,,0.28,19.72,,1.0,100.0,6.4483
2006-11-28,137802.0,2152467.24,2.36,18.95,1.99,2.27,1.0,2087113.16,4184.0,133618.0,65354.08,,,,,,,,0.0,,29.0,,,,,,,,0.07,,,,19.57,19.57,17199.0,268648.38,,0.28,19.58,,1.0,100.0,6.4442
2006-11-29,137731.0,2176149.8,2.36,18.47,1.99,2.27,1.0,2111164.4,4113.0,133618.0,64985.4,,,,,,,,0.0,,71.0,,,,,,,,0.07,,,,19.87,19.87,16588.0,262090.4,,0.27,19.89,,1.0,100.0,6.6534
2006-11-30,137737.0,2155584.05,2.36,19.28,1.99,2.27,1.0,2091121.7,4119.0,133618.0,64462.35,,,6.0,,,,,,,,,,,6.0,,,,0.07,,,,19.8,19.8,16688.0,261167.2,,0.27,19.81,,1.0,100.0,6.6197
2006-12-01,137697.0,2123287.74,2.36,18.5,1.99,2.27,1.0,2060389.56,4079.0,133618.0,62898.18,,,,,,,,0.0,,41.0,,,,,,,,0.07,,,,19.63,19.63,16695.0,257436.9,,0.27,19.66,,1.0,100.0,6.6287
2006-12-04,137695.0,2109487.4,2.36,18.53,1.99,2.27,1.0,2047027.76,4077.0,133618.0,62459.64,,,,,,,,0.0,,1.0,,,,,,,,0.07,,,,19.63,19.63,16689.0,255675.48,,0.27,19.66,,1.0,100.0,6.6305
2006-12-05,137647.0,2093610.87,2.36,17.87,1.98,2.27,1.0,2032329.78,4029.0,133618.0,61281.09,,,,,,,,0.0,,48.0,,,,,,,,0.07,,,,19.53,19.53,16607.0,252592.47,,0.27,19.55,,1.0,100.0,6.6702
2006-12-06,137619.0,2208784.95,2.36,17.71,1.98,2.26,1.0,2144568.9,4001.0,133618.0,64216.05,,,,,,,,0.0,,29.0,,,,,,,,0.07,,,,19.84,19.84,16168.0,259496.4,,0.27,19.87,,1.0,100.0,6.8236
2006-12-07,137837.0,2232959.4,2.37,15.26,1.99,2.26,1.0,2164611.6,4219.0,133618.0,68347.8,,,218.0,,,,,,,,,,,218.0,,,,0.07,,,,20.66,20.66,16202.0,262472.4,,0.27,20.69,,1.0,100.0,6.7498
2006-12-08,137897.0,2211867.88,2.37,14.34,1.99,2.27,1.0,2143232.72,4279.0,133618.0,68635.16,,,60.0,,,,,,,,,,,60.0,,,,0.07,,,,20.91,20.91,16186.0,259623.44,,0.27,20.92,,1.0,100.0,6.7382
2006-12-11,137816.0,2205056.0,2.36,14.46,1.99,2.27,1.0,2137888.0,4198.0,133618.0,67168.0,,,,,,,,0.0,,80.0,,,,,,,,0.07,,,,20.58,20.58,16207.0,259312.0,,0.27,20.59,,1.0,100.0,6.754
2006-12-12,137808.0,2189769.12,2.36,14.54,1.99,2.27,1.0,2123190.02,4190.0,133618.0,66579.1,,,,,,,,0.0,,9.0,,,,,,,,0.07,,,,20.49,20.49,16253.0,258260.17,,0.27,20.51,,1.0,100.0,6.7414
2006-12-13,137810.0,2177398.0,2.36,14.63,1.99,2.27,1.0,2111164.4,4192.0,133618.0,66233.6,,,2.0,,,,,,,,,,,2.0,,,,0.07,,,,19.91,19.91,16860.0,266388.0,,0.28,19.92,,1.0,100.0,6.5462
2006-12-14,137786.0,2153595.18,2.36,14.86,1.99,2.27,1.0,2088449.34,4168.0,133618.0,65145.84,,,,,,,,0.0,,24.0,,,,,,,,0.07,,,,19.79,19.79,16890.0,263990.7,,0.28,19.81,,1.0,100.0,6.5432
2006-12-15,137744.0,2162580.8,2.36,14.73,1.99,2.27,1.0,2097802.6,4126.0,133618.0,64778.2,,,,,,,,0.0,,42.0,,,,,,,,0.07,,,,19.63,19.63,16894.0,265235.8,,0.28,19.64,,1.0,100.0,6.553
2006-12-18,137733.0,2166540.09,2.36,14.72,1.99,2.27,1.0,2101811.14,4115.0,133618.0,64728.95,,,,,,,,0.0,,12.0,,,,,,,,0.07,,,,19.61,19.61,16867.0,265317.91,,0.28,19.63,,1.0,100.0,6.5643
2006-12-19,137716.0,2186930.08,2.36,14.63,1.99,2.27,1.0,2121853.84,4098.0,133618.0,65076.24,,,,,,,,0.0,,17.0,,,,,,,,0.07,,,,19.47,19.47,16951.0,269181.88,,0.28,19.49,,1.0,100.0,6.5426
2006-12-20,137795.0,2185428.7,2.36,14.19,1.99,2.27,1.0,2119181.48,4177.0,133618.0,66247.22,,,79.0,,,,,,,,,,,79.0,,,,0.07,,,,19.85,19.85,16863.0,267447.18,,0.28,19.87,,1.0,100.0,6.5495
2006-12-21,137780.0,2189324.2,2.36,13.98,1.99,2.27,1.0,2123190.02,4162.0,133618.0,66134.18,,,,,,,,0.0,,15.0,,,,,,,,0.07,,,,19.81,19.81,16844.0,267651.16,,0.28,19.83,,1.0,100.0,6.5591
2006-12-22,137805.0,2163538.5,2.36,13.84,1.99,2.27,1.0,2097802.6,4187.0,133618.0,65735.9,,,26.0,,,,,,,,,,,26.0,,,,0.07,,,,19.9,19.9,16859.0,264686.3,,0.28,19.91,,1.0,100.0,6.5478
2006-12-25,133618.0,2097802.6,2.29,13.49,1.93,2.28,1.0,2097802.6,0.0,133618.0,0.0,,,,,,,,0.0,,4187.0,,,,,,,,0.07,,,,0.0,0.0,16407.0,257589.9,,0.28,19.6,,1.0,100.0,8.144
2006-12-26,137751.0,2162690.7,2.36,13.91,1.99,2.27,1.0,2097802.6,4133.0,133618.0,64888.1,,,4133.0,,,,,,,,,,,4133.0,,,,0.07,,,,19.69,19.69,16859.0,264686.3,,0.28,19.7,,1.0,100.0,6.5621
2006-12-27,137721.0,2160842.49,2.36,13.91,1.98,2.27,1.0,2096466.42,4103.0,133618.0,64376.07,,,,,,,,0.0,,29.0,,,,,,,,0.07,,,,19.74,19.74,16687.0,261819.03,,0.27,19.75,,1.0,100.0,6.6241
2006-12-28,137730.0,2138946.9,2.36,14.58,1.99,2.27,1.0,2075087.54,4112.0,133618.0,63859.36,,,9.0,,,,,,,,,,,9.0,,,,0.07,,,,19.76,19.76,16702.0,259382.06,,0.27,19.77,,1.0,100.0,6.6172
2006-12-29,137677.0,2138123.81,2.36,15.43,1.98,2.27,1.0,2075087.54,4059.0,133618.0,63036.27,,,,,,,,0.0,,53.0,,,,,,,,0.07,,,,19.63,19.63,16616.0,258046.48,,0.27,19.66,,1.0,100.0,6.6591
2007-01-01,133618.0,2075087.54,2.29,15.28,1.93,2.27,1.0,2075087.54,0.0,133618.0,0.0,,,,,,,,0.0,,4059.0,,,,,,,,0.07,,,,0.0,0.0,16226.0,251989.78,,0.27,19.73,,1.0,100.0,8.2348
2007-01-02,137661.0,2144758.38,2.36,15.74,1.98,2.27,1.0,2081768.44,4043.0,133618.0,62989.94,,,4043.0,,,,,,,,,,,4043.0,,,,0.07,,,,19.54,19.54,16649.0,259391.42,,0.27,19.56,,1.0,100.0,6.6529
2007-01-03,137740.0,2217614.0,2.36,15.96,1.99,2.27,1.0,2151249.8,4122.0,133618.0,66364.2,,,79.0,,,,,,,,,,,79.0,,,,0.07,,,,19.96,19.96,16527.0,266084.7,,0.27,19.98,,1.0,100.0,6.6705
2007-01-04,137872.0,2230768.96,2.36,15.93,1.99,2.27,1.0,2161939.24,4254.0,133618.0,68829.72,,,131.0,,,,,,,,,,,131.0,,,,0.07,,,,20.42,20.42,16581.0,268280.58,,0.27,20.42,,1.0,100.0,6.6173
2007-01-05,137892.0,2164904.4,2.36,16.05,1.99,2.27,1.0,2097802.6,4274.0,133618.0,67101.8,,,20.0,,,,,,,,,,,20.0,,,,0.07,,,,20.5,20.5,16571.0,260164.7,,0.27,20.52,,1.0,100.0,6.6151
2007-01-08,137732.0,2167901.68,2.36,15.94,1.99,2.27,1.0,2103147.32,4114.0,133618.0,64754.36,,,,,,,,0.0,,160.0,,,,,,,,0.07,,,,19.83,19.83,16637.0,261866.38,,0.27,19.84,,1.0,100.0,6.637
2007-01-09,137757.0,2166917.61,2.36,15.9,1.99,2.27,1.0,2101811.14,4139.0,133618.0,65106.47,,,25.0,,,,,,,,,,,25.0,,,,0.07,,,,19.9,19.9,16666.0,262156.18,,0.27,19.91,,1.0,100.0,6.621
2007-01-10,147542.0,2291327.26,2.53,17.26,2.13,2.43,1.0,2152737.54,8924.0,138618.0,138589.72,,,7.0,,,5000.0,,,,,,,,7.0,0.08,4778.0,,0.15,,,,100.0,30.34,0.0,0.0,,0.0,100.0,3.64,0.9298,96.36,5.0157
2007-01-11,147539.0,2316362.3,2.53,17.01,2.13,2.43,1.0,2176302.6,8921.0,138618.0,140059.7,,,52.0,,,,,0.0,,55.0,,,,52.0,,,,0.15,,,,100.0,30.19,0.0,0.0,,0.0,100.0,3.6,0.9307,96.4,4.9935
2007-01-12,147691.0,2323179.43,2.53,16.97,2.13,2.43,1.0,2182191.44,8963.0,138728.0,140987.99,,,42.0,0.0,,,,,110.0,,,,0.0,42.0,,,,0.15,,,,100.0,30.2,0.0,0.0,,0.0,100.0,3.61,0.9304,96.39,4.9773
2007-01-15,147711.0,2416551.96,2.53,17.54,2.13,2.43,1.0,2269590.08,8983.0,138728.0,146961.88,,,21.0,,,,,,,,,,,21.0,,,,0.15,,,,100.0,30.23,0.0,0.0,,0.0,100.0,3.61,0.9305,96.39,4.9713
2007-01-16,142889.0,2357668.5,2.45,15.53,2.06,2.35,1.0,2206512.0,9161.0,133728.0,151156.5,,,177.0,,,,,0.0,,0.0,,,,177.0,,,5000.0,0.15,0.08,,,100.0,30.64,0.0,0.0,,0.0,100.0,,1.0,100.0,4.7795
2007-01-17,148047.0,2664846.0,2.54,16.39,2.13,2.44,1.0,2497104.0,9319.0,138728.0,167742.0,,,159.0,,,5000.0,,,,,,,,159.0,0.09,,,0.15,,,,100.0,30.61,0.0,0.0,,0.0,100.0,3.79,0.927,96.21,4.8632
2007-01-18,148409.0,2671362.0,2.54,11.24,2.14,2.46,1.0,2497104.0,9681.0,138728.0,174258.0,,,378.0,,,,,0.0,,15.0,,,,378.0,,,,0.16,,,,100.0,31.43,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,4.8177
2007-01-19,148417.0,2671506.0,2.54,11.05,2.14,2.46,1.0,2497104.0,9689.0,138728.0,174402.0,,,8.0,,,,,0.0,,0.0,,,,8.0,,,,0.16,,,,100.0,31.45,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,4.818
2007-01-22,148428.0,2686546.8,2.54,10.89,2.14,2.46,1.0,2510976.8,9700.0,138728.0,175570.0,,,11.0,,,,,,,,,,,11.0,,,,0.16,,,,100.0,31.45,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,4.8128
2007-01-23,148895.0,2680110.0,2.55,11.1,2.14,2.46,1.0,2497104.0,10167.0,138728.0,183006.0,,,472.0,,,,,0.0,,5.0,,,,472.0,,,,0.17,,,,100.0,31.23,0.0,0.0,,0.0,100.0,4.12,0.9209,95.88,4.5732
2007-01-24,148883.0,2670961.02,2.55,11.03,2.14,2.46,1.0,2488780.32,10155.0,138728.0,182180.7,,,19.0,,,,,0.0,,31.0,,,,19.0,,,,0.17,,,,100.0,31.33,0.0,0.0,,0.0,100.0,4.14,0.9206,95.86,4.5927
2007-01-25,148845.0,2692606.05,2.55,10.9,2.14,2.46,1.0,2509589.52,10117.0,138728.0,183016.53,,,,,,,,0.0,,38.0,,,,,,,,0.17,,,,100.0,31.28,0.0,0.0,,0.0,100.0,4.12,0.921,95.88,4.6025
2007-01-26,148808.0,2678544.0,2.55,11.02,2.14,2.46,1.0,2495124.0,10190.0,138618.0,183420.0,,,73.0,,,,,,,,,,,73.0,,,110.0,0.17,0.0,,,100.0,31.32,0.0,0.0,,0.0,100.0,4.16,0.9203,95.84,4.5738
2007-01-29,143160.0,2585469.6,2.45,10.56,2.06,2.36,1.0,2413141.08,9542.0,133618.0,172328.52,,,4.0,,,,,0.01,,652.0,,,,4.0,,,5000.0,0.16,0.1,,,100.0,29.31,0.0,0.0,,0.0,100.0,,1.0,100.0,4.3976
2007-01-30,143091.0,2690110.8,2.45,10.61,2.06,2.38,1.0,2549092.0,7501.0,135590.0,141018.8,,,,,,5000.0,,0.03,,2042.0,,,,,0.09,,3028.0,0.12,0.04,,,100.0,23.15,0.0,0.0,,0.0,100.0,4.2,0.9195,95.8,4.4164
2007-01-31,131600.0,2474080.0,2.25,8.97,1.89,2.18,1.0,2433660.0,2150.0,129450.0,40420.0,,,84.0,,,,,0.09,,5435.0,,,,84.0,,,6140.0,0.04,0.11,,,6.42,6.42,31356.0,589492.8,,0.54,6.23,,1.0,100.0,3.9277
2007-02-01,132001.0,2409018.25,2.25,9.13,1.89,2.18,1.0,2362462.5,2551.0,129450.0,46555.75,,,401.0,,,,,,,,,,,401.0,,,,0.04,,,,7.62,7.62,30903.0,563979.75,,0.52,7.45,,1.0,100.0,3.9457
2007-02-02,131950.0,2390934.0,2.25,6.6,1.89,2.18,1.0,2345634.0,2500.0,129450.0,45300.0,,,,,,,,0.0,,51.0,,,,,,,,0.04,,,,7.63,7.63,30252.0,548166.24,,0.51,7.46,,1.0,100.0,4.0288
2007-02-05,129450.0,2339161.5,2.21,6.09,1.86,2.14,1.0,2339161.5,0.0,129450.0,0.0,,,,,,,,0.04,,2500.0,,,,,,,,0.0,,,,0.0,0.0,32574.0,588612.18,,0.55,0.0,,1.0,100.0,3.974
2007-02-06,129782.0,2336076.0,2.21,5.74,1.86,2.15,1.0,2330100.0,332.0,129450.0,5976.0,,,,,,,,,,,,,,,,332.0,,0.01,,,,1.09,1.09,30209.0,543762.0,,0.51,1.06,,1.0,100.0,4.2496
