,ALMDG FP Equity_DX_SI_QTY,ALMDG FP Equity_DX_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMDG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMDG FP Equity_DX_SI_MV,ALMDG FP Equity_DX_DSS,ALMDG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SUPPLY_SI_QTY,ALMDG FP Equity_DX_BROKER_SI_QTY,ALMDG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMDG FP Equity_DX_BROKER_SI_MV_INC_x,ALMDG FP Equity_DX_SUPPLY_SI_MV_NEW,ALMDG FP Equity_DX_BROKER_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_NEW,ALMDG FP Equity_DX_SUPPLY_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_QTY_INC,ALMDG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMDG FP Equity_DX_BROKER_SI_MV_INC_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMDG FP Equity_DX_BROKER_SI_MV_ADD,ALMDG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_DEC,ALMDG FP Equity_DX_SUPPLY_SI_MV,ALMDG FP Equity_DX_BROKER_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_RMV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMDG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMDG FP Equity_DX_BROKER_SI_CON_RATIO,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMDG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMDG FP Equity_PX_LAST
2007-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,562800.0,0.57,0.0,,0.0,,0.0,8.04
2007-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,560700.0,0.56,0.0,,0.0,,0.0,8.01
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,553700.0,0.56,0.0,,0.0,,0.0,7.91
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,563500.0,0.56,0.0,,0.0,,0.0,8.05
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,559300.0,0.56,0.0,,0.0,,0.0,7.99
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,560700.0,0.56,0.0,,0.0,,0.0,8.01
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,562800.0,0.56,0.0,,0.0,,0.0,8.04
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,564900.0,0.56,0.0,,0.0,,0.0,8.07
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,560000.0,0.57,0.0,,0.0,,0.0,8.0
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,564200.0,0.56,0.0,,0.0,,0.0,8.06
2007-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,558600.0,0.56,0.0,,0.0,,0.0,7.98
2007-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,588700.0,0.56,0.0,,0.0,,0.0,8.41
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,618100.0,0.61,0.0,,0.0,,0.0,8.83
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,623700.0,0.62,0.0,,0.0,,0.0,8.91
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,627900.0,0.63,0.0,,0.0,,0.0,8.97
2007-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,624400.0,0.63,0.0,,0.0,,0.0,8.92
2007-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,626500.0,0.63,0.0,,0.0,,0.0,8.95
2007-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,660800.0,0.63,0.0,,0.0,,0.0,9.44
2007-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,662200.0,0.66,0.0,,0.0,,0.0,9.46
2007-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,664300.0,0.66,0.0,,0.0,,0.0,9.49
2007-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,663600.0,0.67,0.0,,0.0,,0.0,9.48
2007-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70000.0,654500.0,0.66,0.0,,0.0,,0.0,9.35
2007-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119470.0,1108681.6,1.12,0.0,,0.0,,0.0,9.28
2007-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119470.0,1106292.2,1.1,0.0,,0.0,,0.0,9.26
2007-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119470.0,1100318.7,1.1,0.0,,0.0,,0.0,9.21
2007-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119470.0,1075230.0,1.07,0.0,,0.0,,0.0,9.0
2007-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,119470.0,1069256.5,1.08,0.0,,0.0,,0.0,8.95
2007-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,442261.8,0.44,0.0,,0.0,,0.0,8.94
2007-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,440777.7,0.44,0.0,,0.0,,0.0,8.91
2007-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,442261.8,0.44,0.0,,0.0,,0.0,8.94
2007-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,440283.0,0.44,0.0,,0.0,,0.0,8.9
2007-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,420495.0,0.44,0.0,,0.0,,0.0,8.5
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,401201.7,0.42,0.0,,0.0,,0.0,8.11
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,394770.6,0.4,0.0,,0.0,,0.0,7.98
2007-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,392297.1,0.39,0.0,,0.0,,0.0,7.93
2007-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,383392.5,0.39,0.0,,0.0,,0.0,7.75
2007-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,402685.8,0.39,0.0,,0.0,,0.0,8.14
2007-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,403180.5,0.41,0.0,,0.0,,0.0,8.15
2007-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,408622.2,0.41,0.0,,0.0,,0.0,8.26
2007-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,410601.0,0.41,0.0,,0.0,,0.0,8.3
2007-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,414063.9,0.42,0.0,,0.0,,0.0,8.37
2007-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,430883.7,0.42,0.0,,0.0,,0.0,8.71
2007-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,420495.0,0.44,0.0,,0.0,,0.0,8.5
2007-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,420495.0,0.42,0.0,,0.0,,0.0,8.5
2007-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,422968.5,0.43,0.0,,0.0,,0.0,8.55
2007-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,418021.5,0.43,0.0,,0.0,,0.0,8.45
2007-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,401201.7,0.42,0.0,,0.0,,0.0,8.11
2007-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,388339.5,0.4,0.0,,0.0,,0.0,7.85
2007-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,399717.6,0.4,0.0,,0.0,,0.0,8.08
2007-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,406148.7,0.41,0.0,,0.0,,0.0,8.21
2007-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,405654.0,0.41,0.0,,0.0,,0.0,8.2
2007-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,406148.7,0.41,0.0,,0.0,,0.0,8.21
2007-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,405654.0,0.41,0.0,,0.0,,0.0,8.2
2007-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,410106.3,0.41,0.0,,0.0,,0.0,8.29
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,405654.0,0.41,0.0,,0.0,,0.0,8.2
2007-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,395760.0,0.4,0.0,,0.0,,0.0,8.0
2007-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,394275.9,0.4,0.0,,0.0,,0.0,7.97
2007-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,392791.8,0.39,0.0,,0.0,,0.0,7.94
2007-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,388339.5,0.39,0.0,,0.0,,0.0,7.85
2007-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,388339.5,0.39,0.0,,0.0,,0.0,
2007-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,388339.5,0.39,0.0,,0.0,,0.0,
2007-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,393781.2,0.39,0.0,,0.0,,0.0,7.96
2007-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,393286.5,0.4,0.0,,0.0,,0.0,7.95
2007-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,393286.5,0.39,0.0,,0.0,,0.0,7.95
2007-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,393286.5,0.39,0.0,,0.0,,0.0,7.95
2007-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,394770.6,0.4,0.0,,0.0,,0.0,7.98
2007-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,395760.0,0.4,0.0,,0.0,,0.0,8.0
2007-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,394275.9,0.39,0.0,,0.0,,0.0,7.97
2007-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,384381.9,0.39,0.0,,0.0,,0.0,7.77
2007-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,398233.5,0.38,0.0,,0.0,,0.0,8.05
2007-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,398233.5,0.4,0.0,,0.0,,0.0,8.05
2007-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,404169.9,0.4,0.0,,0.0,,0.0,8.17
2007-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,422473.8,0.4,0.0,,0.0,,0.0,8.54
2007-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,416537.4,0.42,0.0,,0.0,,0.0,8.42
2007-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,413074.5,0.42,0.0,,0.0,,0.0,8.35
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,416537.4,0.42,0.0,,0.0,,0.0,8.42
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,416537.4,0.42,0.0,,0.0,,0.0,
2007-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,413074.5,0.42,0.0,,0.0,,0.0,8.35
2007-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,415053.3,0.41,0.0,,0.0,,0.0,8.39
2007-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,412085.1,0.41,0.0,,0.0,,0.0,8.33
2007-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,414558.6,0.41,0.0,,0.0,,0.0,8.38
2007-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,415548.0,0.42,0.0,,0.0,,0.0,8.4
2007-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,415548.0,0.42,0.0,,0.0,,0.0,8.4
2007-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,410601.0,0.41,0.0,,0.0,,0.0,8.3
2007-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,403675.2,0.41,0.0,,0.0,,0.0,8.16
2007-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,405654.0,0.4,0.0,,0.0,,0.0,8.2
2007-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,407632.8,0.41,0.0,,0.0,,0.0,8.24
2007-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,407138.1,0.41,0.0,,0.0,,0.0,8.23
2007-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,415053.3,0.41,0.0,,0.0,,0.0,8.39
2007-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,409116.9,0.41,0.0,,0.0,,0.0,8.27
2007-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,420495.0,0.41,0.0,,0.0,,0.0,8.5
2007-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,430389.0,0.43,0.0,,0.0,,0.0,8.7
2007-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,445230.0,0.43,0.0,,0.0,,0.0,9.0
2007-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,442756.5,0.45,0.0,,0.0,,0.0,8.95
2007-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,435336.0,0.45,0.0,,0.0,,0.0,8.8
2007-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,435336.0,0.44,0.0,,0.0,,0.0,8.8
2007-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,432862.5,0.43,0.0,,0.0,,0.0,8.75
2007-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,436325.4,0.44,0.0,,0.0,,0.0,8.82
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,434346.6,0.44,0.0,,0.0,,0.0,8.78
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,430389.0,0.44,0.0,,0.0,,0.0,8.7
2007-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,425442.0,0.44,0.0,,0.0,,0.0,8.6
2007-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,432862.5,0.42,0.0,,0.0,,0.0,8.75
2007-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,429894.3,0.43,0.0,,0.0,,0.0,8.69
2007-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,428904.9,0.43,0.0,,0.0,,0.0,8.67
2007-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,425442.0,0.43,0.0,,0.0,,0.0,8.6
2007-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,422473.8,0.43,0.0,,0.0,,0.0,8.54
2007-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,419010.9,0.43,0.0,,0.0,,0.0,8.47
2007-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,419010.9,0.42,0.0,,0.0,,0.0,8.47
2007-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,422473.8,0.42,0.0,,0.0,,0.0,8.54
2007-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,421979.1,0.42,0.0,,0.0,,0.0,8.53
2007-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,397738.8,0.42,0.0,,0.0,,0.0,8.04
2007-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,406148.7,0.4,0.0,,0.0,,0.0,8.21
2007-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,410601.0,0.41,0.0,,0.0,,0.0,8.3
2007-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,49470.0,405654.0,0.41,0.0,,0.0,,0.0,8.2
