,ALPOU FP Equity_DX_SI_QTY,ALPOU FP Equity_DX_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPOU FP Equity_DX_SI_MV,ALPOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SUPPLY_SI_QTY,ALPOU FP Equity_DX_BROKER_SI_QTY,ALPOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPOU FP Equity_DX_SUPPLY_SI_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPOU FP Equity_DX_BROKER_SI_CON_RATIO,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPOU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPOU FP Equity_PX_LAST
2022-06-22,,,,,,,,,,,,,,,,,,,,,,4.32
2022-06-23,,,,,,,,,,,,,,,,,,,,,,4.3
2022-06-24,,,,,,,,,,,,,,,,,,,,,,4.3
2022-06-27,,,,,,,,,,,,,,,,,,,,,,4.3
2022-06-28,,,,,,,,,,,,,,,,,,,,,,4.28
2022-06-29,,,,,,,,,,,,,,,,,,,,,,4.3
2022-06-30,,,,,,,,,,,,,,,,,,,,,,4.1
2022-07-01,,,,,,,,,,,,,,,,,,,,,,4.38
2022-07-04,,,,,,,,,,,,,,,,,,,,,,4.32
2022-07-07,,,,,,,,,,,,,,,,,,,,,,4.31
2022-07-08,,,,,,,,,,,,,,,,,,,,,,4.3
2022-07-11,,,,,,,,,,,,,,,,,,,,,,4.35
2022-07-15,,,,,,,,,,,,,,,,,,,,,,4.35
2022-07-19,,,,,,,,,,,,,,,,,,,,,,4.35
2022-07-27,,,,,,,,,,,,,,,,,,,,,,4.35
2022-07-28,,,,,,,,,,,,,,,,,,,,,,4.4
2022-07-29,,,,,,,,,,,,,,,,,,,,,,4.38
2022-08-01,,,,,,,,,,,,,,,,,,,,,,4.3
2022-08-02,,,,,,,,,,,,,,,,,,,,,,4.24
2022-08-03,,,,,,,,,,,,,,,,,,,,,,4.3
2022-08-04,,,,,,,,,,,,,,,,,,,,,,4.49
2022-08-05,,,,,,,,,,,,,,,,,,,,,,4.4
2022-08-09,,,,,,,,,,,,,,,,,,,,,,4.68
2022-08-10,,,,,,,,,,,,,,,,,,,,,,4.67
2022-08-11,,,,,,,,,,,,,,,,,,,,,,4.61
2022-08-12,,,,,,,,,,,,,,,,,,,,,,4.7
2022-08-15,,,,,,,,,,,,,,,,,,,,,,4.54
2022-08-16,,,,,,,,,,,,,,,,,,,,,,4.52
2022-08-17,,,,,,,,,,,,,,,,,,,,,,4.68
2022-08-18,,,,,,,,,,,,,,,,,,,,,,4.67
2022-08-19,,,,,,,,,,,,,,,,,,,,,,4.65
2022-08-22,,,,,,,,,,,,,,,,,,,,,,4.68
2022-08-23,,,,,,,,,,,,,,,,,,,,,,4.68
2022-08-24,,,,,,,,,,,,,,,,,,,,,,4.67
2022-08-25,,,,,,,,,,,,,,,,,,,,,,4.66
2022-08-26,,,,,,,,,,,,,,,,,,,,,,4.55
2022-08-29,,,,,,,,,,,,,,,,,,,,,,4.46
2022-08-30,,,,,,,,,,,,,,,,,,,,,,4.47
2022-08-31,,,,,,,,,,,,,,,,,,,,,,4.6
2022-09-01,,,,,,,,,,,,,,,,,,,,,,4.61
2022-09-05,,,,,,,,,,,,,,,,,,,,,,4.56
2022-09-08,,,,,,,,,,,,,,,,,,,,,,4.36
2022-09-12,,,,,,,,,,,,,,,,,,,,,,4.57
2022-09-13,,,,,,,,,,,,,,,,,,,,,,4.58
2022-09-15,,,,,,,,,,,,,,,,,,,,,,4.55
2022-09-16,,,,,,,,,,,,,,,,,,,,,,4.55
2022-09-19,,,,,,,,,,,,,,,,,,,,,,4.55
2022-09-20,,,,,,,,,,,,,,,,,,,,,,4.23
2022-09-21,,,,,,,,,,,,,,,,,,,,,,4.22
2022-09-22,,,,,,,,,,,,,,,,,,,,,,4.25
2022-09-23,,,,,,,,,,,,,,,,,,,,,,4.24
2022-09-26,,,,,,,,,,,,,,,,,,,,,,4.2
2022-09-27,,,,,,,,,,,,,,,,,,,,,,4.15
2022-09-28,,,,,,,,,,,,,,,,,,,,,,4.23
2022-09-30,,,,,,,,,,,,,,,,,,,,,,4.23
2022-10-03,,,,,,,,,,,,,,,,,,,,,,4.07
2022-10-04,,,,,,,,,,,,,,,,,,,,,,4.09
2022-10-06,,,,,,,,,,,,,,,,,,,,,,4.2
2022-10-07,,,,,,,,,,,,,,,,,,,,,,4.23
2022-10-10,,,,,,,,,,,,,,,,,,,,,,4.11
2022-10-12,,,,,,,,,,,,,,,,,,,,,,4.24
2022-10-13,,,,,,,,,,,,,,,,,,,,,,4.12
2022-10-14,,,,,,,,,,,,,,,,,,,,,,4.24
2022-10-17,,,,,,,,,,,,,,,,,,,,,,4.12
2022-10-18,,,,,,,,,,,,,,,,,,,,,,4.23
2022-10-19,,,,,,,,,,,,,,,,,,,,,,4.24
2022-10-21,,,,,,,,,,,,,,,,,,,,,,4.29
2022-10-24,,,,,,,,,,,,,,,,,,,,,,4.16
2022-10-25,,,,,,,,,,,,,,,,,,,,,,4.28
2022-10-28,,,,,,,,,,,,,,,,,,,,,,4.39
2022-10-31,,,,,,,,,,,,,,,,,,,,,,4.38
2022-11-01,,,,,,,,,,,,,,,,,,,,,,4.38
2022-11-02,,,,,,,,,,,,,,,,,,,,,,4.26
2022-11-03,,,,,,,,,,,,,,,,,,,,,,4.2
2022-11-04,,,,,,,,,,,,,,,,,,,,,,4.35
2022-11-07,,,,,,,,,,,,,,,,,,,,,,4.36
2022-11-08,,,,,,,,,,,,,,,,,,,,,,4.45
2022-11-09,,,,,,,,,,,,,,,,,,,,,,4.54
2022-11-11,,,,,,,,,,,,,,,,,,,,,,4.54
2022-11-14,,,,,,,,,,,,,,,,,,,,,,4.52
2022-11-15,,,,,,,,,,,,,,,,,,,,,,4.37
2022-11-16,,,,,,,,,,,,,,,,,,,,,,4.51
2022-11-17,,,,,,,,,,,,,,,,,,,,,,4.27
2022-11-18,,,,,,,,,,,,,,,,,,,,,,4.48
2022-11-21,,,,,,,,,,,,,,,,,,,,,,4.4
2022-11-22,,,,,,,,,,,,,,,,,,,,,,4.31
2022-11-24,,,,,,,,,,,,,,,,,,,,,,4.3
2022-11-25,,,,,,,,,,,,,,,,,,,,,,4.25
2022-11-28,,,,,,,,,,,,,,,,,,,,,,4.24
2022-11-29,,,,,,,,,,,,,,,,,,,,,,4.25
2022-11-30,,,,,,,,,,,,,,,,,,,,,,4.25
2022-12-01,,,,,,,,,,,,,,,,,,,,,,4.19
2022-12-02,,,,,,,,,,,,,,,,,,,,,,4.18
2022-12-05,,,,,,,,,,,,,,,,,,,,,,4.14
2022-12-06,,,,,,,,,,,,,,,,,,,,,,4.16
2022-12-07,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-08,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-09,,,,,,,,,,,,,,,,,,,,,,4.22
2022-12-12,,,,,,,,,,,,,,,,,,,,,,4.18
2022-12-13,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-14,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-15,,,,,,,,,,,,,,,,,,,,,,4.18
2022-12-16,,,,,,,,,,,,,,,,,,,,,,4.22
2022-12-19,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-20,,,,,,,,,,,,,,,,,,,,,,4.03
2022-12-21,,,,,,,,,,,,,,,,,,,,,,4.26
2022-12-22,,,,,,,,,,,,,,,,,,,,,,4.25
2022-12-23,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-27,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-28,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-29,,,,,,,,,,,,,,,,,,,,,,4.2
2022-12-30,,,,,,,,,,,,,,,,,,,,,,4.3
2023-01-02,,,,,,,,,,,,,,,,,,,,,,4.59
2023-01-03,,,,,,,,,,,,,,,,,,,,,,4.49
2023-01-04,,,,,,,,,,,,,,,,,,,,,,4.46
2023-01-05,,,,,,,,,,,,,,,,,,,,,,4.41
2023-01-06,,,,,,,,,,,,,,,,,,,,,,4.33
2023-01-09,,,,,,,,,,,,,,,,,,,,,,4.39
2023-01-10,,,,,,,,,,,,,,,,,,,,,,4.18
2023-01-11,,,,,,,,,,,,,,,,,,,,,,4.39
2023-01-12,,,,,,,,,,,,,,,,,,,,,,4.29
2023-01-13,,,,,,,,,,,,,,,,,,,,,,4.45
2023-01-16,,,,,,,,,,,,,,,,,,,,,,4.37
2023-01-17,,,,,,,,,,,,,,,,,,,,,,4.37
2023-01-18,,,,,,,,,,,,,,,,,,,,,,4.55
2023-01-19,,,,,,,,,,,,,,,,,,,,,,4.5
2023-01-20,,,,,,,,,,,,,,,,,,,,,,4.5
2023-01-23,,,,,,,,,,,,,,,,,,,,,,4.49
2023-01-24,,,,,,,,,,,,,,,,,,,,,,4.37
2023-01-25,,,,,,,,,,,,,,,,,,,,,,4.38
2023-01-26,,,,,,,,,,,,,,,,,,,,,,4.38
2023-01-27,,,,,,,,,,,,,,,,,,,,,,4.48
2023-01-30,,,,,,,,,,,,,,,,,,,,,,4.46
2023-01-31,,,,,,,,,,,,,,,,,,,,,,4.49
2023-02-01,,,,,,,,,,,,,,,,,,,,,,4.63
2023-02-02,,,,,,,,,,,,,,,,,,,,,,4.64
2023-02-03,,,,,,,,,,,,,,,,,,,,,,4.63
2023-02-06,,,,,,,,,,,,,,,,,,,,,,4.63
2023-02-07,,,,,,,,,,,,,,,,,,,,,,4.87
2023-02-08,,,,,,,,,,,,,,,,,,,,,,4.79
2023-02-09,,,,,,,,,,,,,,,,,,,,,,4.71
2023-02-10,,,,,,,,,,,,,,,,,,,,,,4.71
2023-02-13,,,,,,,,,,,,,,,,,,,,,,4.68
2023-02-14,,,,,,,,,,,,,,,,,,,,,,4.68
2023-02-15,,,,,,,,,,,,,,,,,,,,,,4.66
2023-02-16,,,,,,,,,,,,,,,,,,,,,,4.59
2023-02-17,,,,,,,,,,,,,,,,,,,,,,4.66
2023-02-20,,,,,,,,,,,,,,,,,,,,,,4.58
2023-02-21,,,,,,,,,,,,,,,,,,,,,,4.57
2023-02-22,,,,,,,,,,,,,,,,,,,,,,4.6
2023-02-23,,,,,,,,,,,,,,,,,,,,,,4.57
2023-02-24,,,,,,,,,,,,,,,,,,,,,,4.57
2023-02-27,,,,,,,,,,,,,,,,,,,,,,4.5
2023-02-28,,,,,,,,,,,,,,,,,,,,,,4.4
2023-03-01,,,,,,,,,,,,,,,,,,,,,,4.64
2023-03-02,,,,,,,,,,,,,,,,,,,,,,4.59
2023-03-03,,,,,,,,,,,,,,,,,,,,,,4.54
2023-03-06,,,,,,,,,,,,,,,,,,,,,,4.5
2023-03-07,,,,,,,,,,,,,,,,,,,,,,4.5
2023-03-08,,,,,,,,,,,,,,,,,,,,,,4.65
2023-03-09,,,,,,,,,,,,,,,,,,,,,,4.58
2023-03-10,,,,,,,,,,,,,,,,,,,,,,4.6
2023-03-13,,,,,,,,,,,,,,,,,,,,,,4.5
2023-03-14,,,,,,,,,,,,,,,,,,,,,,4.5
2023-03-15,,,,,,,,,,,,,,,,,,,,,,4.59
2023-03-16,,,,,,,,,,,,,,,,,,,,,,4.57
2023-03-17,,,,,,,,,,,,,,,,,,,,,,4.54
2023-03-20,,,,,,,,,,,,,,,,,,,,,,4.4
2023-03-21,,,,,,,,,,,,,,,,,,,,,,4.45
2023-03-22,,,,,,,,,,,,,,,,,,,,,,4.45
2023-03-23,,,,,,,,,,,,,,,,,,,,,,4.45
2023-03-24,,,,,,,,,,,,,,,,,,,,,,4.3
2023-03-27,,,,,,,,,,,,,,,,,,,,,,4.45
2023-03-28,,,,,,,,,,,,,,,,,,,,,,4.45
2023-03-29,,,,,,,,,,,,,,,,,,,,,,4.39
2023-03-30,,,,,,,,,,,,,,,,,,,,,,4.44
2023-03-31,,,,,,,,,,,,,,,,,,,,,,4.44
2023-04-03,,,,,,,,,,,,,,,,,,,,,,4.4
2023-04-04,,,,,,,,,,,,,,,,,,,,,,4.36
2023-04-05,,,,,,,,,,,,,,,,,,,,,,4.42
2023-04-06,,,,,,,,,,,,,,,,,,,,,,4.42
2023-04-11,,,,,,,,,,,,,,,,,,,,,,4.4
2023-04-12,,,,,,,,,,,,,,,,,,,,,,4.4
2023-04-13,,,,,,,,,,,,,,,,,,,,,,4.4
2023-04-14,,,,,,,,,,,,,,,,,,,,,,4.4
2023-04-17,,,,,,,,,,,,,,,,,,,,,,4.28
2023-04-18,,,,,,,,,,,,,,,,,,,,,,4.3
2023-04-19,,,,,,,,,,,,,,,,,,,,,,4.3
2023-04-20,,,,,,,,,,,,,,,,,,,,,,4.3
2023-04-21,,,,,,,,,,,,,,,,,,,,,,4.3
2023-04-24,,,,,,,,,,,,,,,,,,,,,,4.3
2023-04-25,,,,,,,,,,,,,,,,,,,,,,4.44
2023-04-26,,,,,,,,,,,,,,,,,,,,,,4.44
2023-04-27,,,,,,,,,,,,,,,,,,,,,,4.36
2023-04-28,,,,,,,,,,,,,,,,,,,,,,4.46
2023-05-02,,,,,,,,,,,,,,,,,,,,,,4.6
2023-05-03,,,,,,,,,,,,,,,,,,,,,,4.6
2023-05-04,,,,,,,,,,,,,,,,,,,,,,4.6
2023-05-05,,,,,,,,,,,,,,,,,,,,,,4.5
2023-05-08,,,,,,,,,,,,,,,,,,,,,,4.54
2023-05-09,,,,,,,,,,,,,,,,,,,,,,4.54
2023-05-10,,,,,,,,,,,,,,,,,,,,,,4.54
2023-05-11,,,,,,,,,,,,,,,,,,,,,,4.54
2023-05-12,,,,,,,,,,,,,,,,,,,,,,4.6
2023-05-15,,,,,,,,,,,,,,,,,,,,,,4.6
2023-05-16,,,,,,,,,,,,,,,,,,,,,,4.6
2023-05-17,,,,,,,,,,,,,,,,,,,,,,4.54
2023-05-18,,,,,,,,,,,,,,,,,,,,,,4.54
2023-05-19,,,,,,,,,,,,,,,,,,,,,,4.54
2023-05-22,,,,,,,,,,,,,,,,,,,,,,4.6
2023-05-23,,,,,,,,,,,,,,,,,,,,,,4.64
2023-05-24,,,,,,,,,,,,,,,,,,,,,,4.64
2023-05-25,,,,,,,,,,,,,,,,,,,,,,4.64
2023-05-26,,,,,,,,,,,,,,,,,,,,,,4.64
2023-05-29,,,,,,,,,,,,,,,,,,,,,,4.64
2023-05-30,,,,,,,,,,,,,,,,,,,,,,4.64
2023-05-31,,,,,,,,,,,,,,,,,,,,,,4.62
2023-06-01,,,,,,,,,,,,,,,,,,,,,,4.62
2023-06-02,,,,,,,,,,,,,,,,,,,,,,4.62
2023-06-05,,,,,,,,,,,,,,,,,,,,,,4.62
2023-06-06,,,,,,,,,,,,,,,,,,,,,,4.64
2023-06-07,,,,,,,,,,,,,,,,,,,,,,4.64
2023-06-08,,,,,,,,,,,,,,,,,,,,,,4.62
2023-06-09,,,,,,,,,,,,,,,,,,,,,,4.62
2023-06-12,,,,,,,,,,,,,,,,,,,,,,4.64
2023-06-13,,,,,,,,,,,,,,,,,,,,,,4.6
2023-06-14,,,,,,,,,,,,,,,,,,,,,,4.68
2023-06-15,,,,,,,,,,,,,,,,,,,,,,4.5
2023-06-16,,,,,,,,,,,,,,,,,,,,,,4.62
2023-06-19,,,,,,,,,,,,,,,,,,,,,,4.5
2023-06-20,,,,,,,,,,,,,,,,,,,,,,4.64
2023-06-21,,,,,,,,,,,,,,,,,,,,,,4.64
2023-06-22,,,,,,,,,,,,,,,,,,,,,,4.64
2023-06-23,,,,,,,,,,,,,,,,,,,,,,4.6
2023-06-26,,,,,,,,,,,,,,,,,,,,,,4.58
2023-06-27,,,,,,,,,,,,,,,,,,,,,,4.58
2023-06-28,,,,,,,,,,,,,,,,,,,,,,4.58
2023-06-29,,,,,,,,,,,,,,,,,,,,,,4.5
2023-06-30,,,,,,,,,,,,,,,,,,,,,,4.58
2023-07-03,,,,,,,,,,,,,,,,,,,,,,4.6
2023-07-04,,,,,,,,,,,,,,,,,,,,,,4.58
2023-07-05,,,,,,,,,,,,,,,,,,,,,,4.58
2023-07-06,,,,,,,,,,,,,,,,,,,,,,4.58
2023-07-07,,,,,,,,,,,,,,,,,,,,,,4.6
2023-07-10,,,,,,,,,,,,,,,,,,,,,,4.6
2023-07-11,,,,,,,,,,,,,,,,,,,,,,4.64
2023-07-12,,,,,,,,,,,,,,,,,,,,,,4.58
2023-07-13,,,,,,,,,,,,,,,,,,,,,,4.58
2023-07-14,,,,,,,,,,,,,,,,,,,,,,4.58
2023-07-17,,,,,,,,,,,,,,,,,,,,,,4.4
2023-07-18,,,,,,,,,,,,,,,,,,,,,,4.56
2023-07-19,,,,,,,,,,,,,,,,,,,,,,4.54
2023-07-20,,,,,,,,,,,,,,,,,,,,,,4.38
2023-07-21,,,,,,,,,,,,,,,,,,,,,,4.56
2023-07-24,,,,,,,,,,,,,,,,,,,,,,4.56
2023-07-25,,,,,,,,,,,,,,,,,,,,,,4.56
2023-07-26,,,,,,,,,,,,,,,,,,,,,,4.56
2023-07-27,,,,,,,,,,,,,,,,,,,,,,4.52
2023-07-28,,,,,,,,,,,,,,,,,,,,,,4.34
2023-07-31,,,,,,,,,,,,,,,,,,,,,,4.4
2023-08-01,,,,,,,,,,,,,,,,,,,,,,5.0
2023-08-02,,,,,,,,,,,,,,,,,,,,,,4.88
2023-08-03,,,,,,,,,,,,,,,,,,,,,,4.98
2023-08-04,,,,,,,,,,,,,,,,,,,,,,4.9
2023-08-07,,,,,,,,,,,,,,,,,,,,,,4.94
2023-08-08,,,,,,,,,,,,,,,,,,,,,,4.92
2023-08-09,,,,,,,,,,,,,,,,,,,,,,4.88
2023-08-10,,,,,,,,,,,,,,,,,,,,,,4.7
2023-08-11,,,,,,,,,,,,,,,,,,,,,,4.8
2023-08-14,,,,,,,,,,,,,,,,,,,,,,4.68
2023-08-15,,,,,,,,,,,,,,,,,,,,,,4.84
2023-08-16,,,,,,,,,,,,,,,,,,,,,,4.7
2023-08-17,,,,,,,,,,,,,,,,,,,,,,4.72
2023-08-18,,,,,,,,,,,,,,,,,,,,,,4.72
2023-08-21,,,,,,,,,,,,,,,,,,,,,,4.7
2023-08-22,,,,,,,,,,,,,,,,,,,,,,4.7
2023-08-23,,,,,,,,,,,,,,,,,,,,,,4.6
2023-08-24,,,,,,,,,,,,,,,,,,,,,,4.74
2023-08-25,,,,,,,,,,,,,,,,,,,,,,4.74
2023-08-28,,,,,,,,,,,,,,,,,,,,,,4.7
2023-08-29,,,,,,,,,,,,,,,,,,,,,,4.7
2023-08-30,,,,,,,,,,,,,,,,,,,,,,4.58
2023-08-31,,,,,,,,,,,,,,,,,,,,,,4.7
2023-09-01,,,,,,,,,,,,,,,,,,,,,,4.7
2023-09-04,,,,,,,,,,,,,,,,,,,,,,4.6
2023-09-05,,,,,,,,,,,,,,,,,,,,,,4.68
2023-09-06,,,,,,,,,,,,,,,,,,,,,,4.68
2023-09-07,,,,,,,,,,,,,,,,,,,,,,4.6
2023-09-08,,,,,,,,,,,,,,,,,,,,,,4.6
2023-09-11,,,,,,,,,,,,,,,,,,,,,,4.6
2023-09-12,,,,,,,,,,,,,,,,,,,,,,4.68
2023-09-13,,,,,,,,,,,,,,,,,,,,,,4.68
2023-09-14,,,,,,,,,,,,,,,,,,,,,,4.6
2023-09-15,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-18,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-19,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-20,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-21,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-22,,,,,,,,,,,,,,,,,,,,,,4.42
2023-09-25,,,,,,,,,,,,,,,,,,,,,,4.48
2023-09-26,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-27,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-28,,,,,,,,,,,,,,,,,,,,,,4.5
2023-09-29,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-02,,,,,,,,,,,,,,,,,,,,,,4.4
2023-10-03,,,,,,,,,,,,,,,,,,,,,,4.6
2023-10-04,,,,,,,,,,,,,,,,,,,,,,4.54
2023-10-05,,,,,,,,,,,,,,,,,,,,,,4.58
2023-10-06,,,,,,,,,,,,,,,,,,,,,,4.58
2023-10-09,,,,,,,,,,,,,,,,,,,,,,4.56
2023-10-10,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-11,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-12,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-13,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-16,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-17,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-18,,,,,,,,,,,,,,,,,,,,,,4.5
2023-10-19,,,,,,,,,,,,,,,,,,,,,,4.4
2023-10-20,,,,,,,,,,,,,,,,,,,,,,4.44
2023-10-23,,,,,,,,,,,,,,,,,,,,,,4.44
2023-10-24,,,,,,,,,,,,,,,,,,,,,,4.44
2023-10-25,,,,,,,,,,,,,,,,,,,,,,4.4
2023-10-26,,,,,,,,,,,,,,,,,,,,,,4.4
2023-10-27,,,,,,,,,,,,,,,,,,,,,,4.62
2023-10-30,,,,,,,,,,,,,,,,,,,,,,4.52
2023-10-31,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-01,,,,,,,,,,,,,,,,,,,,,,4.54
2023-11-02,,,,,,,,,,,,,,,,,,,,,,4.54
2023-11-03,,,,,,,,,,,,,,,,,,,,,,4.56
2023-11-06,,,,,,,,,,,,,,,,,,,,,,4.56
2023-11-07,,,,,,,,,,,,,,,,,,,,,,4.48
2023-11-08,,,,,,,,,,,,,,,,,,,,,,4.48
2023-11-09,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-10,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-13,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-14,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-15,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-16,,,,,,,,,,,,,,,,,,,,,,4.5
2023-11-17,,,,,,,,,,,,,,,,,,,,,,4.5
2023-11-20,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-21,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-22,,,,,,,,,,,,,,,,,,,,,,4.52
2023-11-23,,,,,,,,,,,,,,,,,,,,,,4.5
2023-11-24,,,,,,,,,,,,,,,,,,,,,,4.5
2023-11-27,,,,,,,,,,,,,,,,,,,,,,4.5
2023-11-28,,,,,,,,,,,,,,,,,,,,,,4.5
2023-11-29,,,,,,,,,,,,,,,,,,,,,,4.62
2023-11-30,,,,,,,,,,,,,,,,,,,,,,4.5
2023-12-01,,,,,,,,,,,,,,,,,,,,,,4.74
2023-12-04,,,,,,,,,,,,,,,,,,,,,,4.7
2023-12-05,,,,,,,,,,,,,,,,,,,,,,4.6
2023-12-06,,,,,,,,,,,,,,,,,,,,,,4.62
2023-12-07,,,,,,,,,,,,,,,,,,,,,,4.64
2023-12-08,,,,,,,,,,,,,,,,,,,,,,4.6
2023-12-11,,,,,,,,,,,,,,,,,,,,,,4.58
2023-12-12,,,,,,,,,,,,,,,,,,,,,,4.58
2023-12-13,,,,,,,,,,,,,,,,,,,,,,4.58
2023-12-14,,,,,,,,,,,,,,,,,,,,,,4.58
2023-12-15,,,,,,,,,,,,,,,,,,,,,,4.56
2023-12-18,,,,,,,,,,,,,,,,,,,,,,4.58
2023-12-19,,,,,,,,,,,,,,,,,,,,,,4.54
2023-12-20,,,,,,,,,,,,,,,,,,,,,,4.52
2023-12-21,,,,,,,,,,,,,,,,,,,,,,4.52
2023-12-22,,,,,,,,,,,,,,,,,,,,,,4.5
2023-12-27,,,,,,,,,,,,,,,,,,,,,,4.46
2023-12-28,,,,,,,,,,,,,,,,,,,,,,4.4
2023-12-29,,,,,,,,,,,,,,,,,,,,,,4.72
2024-01-02,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-03,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-04,,,,,,,,,,,,,,,,,,,,,,4.56
2024-01-05,,,,,,,,,,,,,,,,,,,,,,4.56
2024-01-08,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-09,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-10,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-11,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-12,,,,,,,,,,,,,,,,,,,,,,4.62
2024-01-15,,,,,,,,,,,,,,,,,,,,,,4.58
2024-01-16,,,,,,,,,,,,,,,,,,,,,,4.58
2024-01-17,,,,,,,,,,,,,,,,,,,,,,4.5
2024-01-18,,,,,,,,,,,,,,,,,,,,,,4.66
2024-01-19,,,,,,,,,,,,,,,,,,,,,,4.66
2024-01-22,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-23,,,,,,,,,,,,,,,,,,,,,,4.68
2024-01-24,,,,,,,,,,,,,,,,,,,,,,4.72
2024-01-25,,,,,,,,,,,,,,,,,,,,,,4.76
2024-01-26,,,,,,,,,,,,,,,,,,,,,,4.64
2024-01-29,,,,,,,,,,,,,,,,,,,,,,4.78
2024-01-30,,,,,,,,,,,,,,,,,,,,,,4.84
2024-01-31,,,,,,,,,,,,,,,,,,,,,,4.82
2024-02-01,,,,,,,,,,,,,,,,,,,,,,5.3
2024-02-02,,,,,,,,,,,,,,,,,,,,,,5.2
2024-02-05,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-06,,,,,,,,,,,,,,,,,,,,,,5.15
2024-02-07,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-08,,,,,,,,,,,,,,,,,,,,,,5.2
2024-02-09,,,,,,,,,,,,,,,,,,,,,,5.2
2024-02-12,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-13,,,,,,,,,,,,,,,,,,,,,,5.3
2024-02-14,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-15,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-16,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-19,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-20,,,,,,,,,,,,,,,,,,,,,,5.15
2024-02-21,,,,,,,,,,,,,,,,,,,,,,5.25
2024-02-22,,,,,,,,,,,,,,,,,,,,,,5.15
2024-02-23,,,,,,,,,,,,,,,,,,,,,,5.15
2024-02-26,,,,,,,,,,,,,,,,,,,,,,5.1
2024-02-27,,,,,,,,,,,,,,,,,,,,,,5.1
2024-02-28,,,,,,,,,,,,,,,,,,,,,,5.1
2024-02-29,,,,,,,,,,,,,,,,,,,,,,5.0
2024-03-01,,,,,,,,,,,,,,,,,,,,,,5.1
2024-03-04,,,,,,,,,,,,,,,,,,,,,,5.2
2024-03-05,,,,,,,,,,,,,,,,,,,,,,5.1
2024-03-06,,,,,,,,,,,,,,,,,,,,,,5.1
2024-03-07,,,,,,,,,,,,,,,,,,,,,,5.15
