,LEM FP Equity_DX_SI_QTY,LEM FP Equity_DX_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LEM FP Equity_DX_SI_MV,LEM FP Equity_DX_DSS,LEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY,LEM FP Equity_DX_BROKER_SI_QTY,LEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LEM FP Equity_DX_BROKER_SI_MV_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,LEM FP Equity_DX_BROKER_SI_MV_INC_x,LEM FP Equity_DX_SUPPLY_SI_MV_NEW,LEM FP Equity_DX_BROKER_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_NEW,LEM FP Equity_DX_SUPPLY_SI_MV_DEC,LEM FP Equity_DX_BROKER_SI_QTY_INC,LEM FP Equity_DX_SUPPLY_SI_QTY_DEC,LEM FP Equity_DX_BROKER_SI_MV_NEW_y,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LEM FP Equity_DX_BROKER_SI_MV_INC_y,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,LEM FP Equity_DX_BROKER_SI_MV_ADD,LEM FP Equity_DX_SUPPLY_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_DEC,LEM FP Equity_DX_SUPPLY_SI_MV,LEM FP Equity_DX_BROKER_SI_MV_DEC,LEM FP Equity_DX_SUPPLY_SI_MV_RMV,LEM FP Equity_DX_BROKER_SI_MV_RMV,LEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LEM FP Equity_DX_UTILIZATION_QUANTITY,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LEM FP Equity_DX_ACTIVE_UTILIZATION_MV,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LEM FP Equity_DX_BROKER_SI_CON_RATIO,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LEM FP Equity_DX_DEMAND_SUPPLY_RATIO,LEM FP Equity_PX_LAST
2008-01-02,31500.0,246456.08,0.3,0.16,0.27,3.0,246456.08,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.68,0.9108,95.32,1.7797,8.39
2008-01-03,31500.0,246749.83,0.3,0.16,0.26,3.0,246749.83,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.77,0.9092,95.23,1.7797,8.4
2008-01-04,31500.0,240581.08,0.28,0.16,0.26,3.0,240581.08,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,1.7797,8.19
2008-01-07,31500.0,240581.08,0.27,0.16,0.26,3.0,240581.08,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9093,95.24,1.7797,8.19
2008-01-08,31500.0,245281.08,0.25,0.16,0.26,3.0,245281.08,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.85,0.9077,95.15,1.7797,8.35
2008-01-09,31500.0,245281.08,0.26,0.16,0.26,3.0,245281.08,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.74,0.9096,95.26,1.7797,8.35
2008-01-10,31500.0,243224.83,0.27,0.16,0.26,3.0,243224.83,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.74,0.9096,95.26,1.7797,8.28
2008-01-11,31500.0,244399.83,0.27,0.16,0.26,3.0,244399.83,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.74,0.9096,95.26,1.7797,8.32
2008-01-14,31500.0,243518.58,0.26,0.16,0.26,3.0,243518.58,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.7,0.9105,95.31,1.7797,8.29
2008-01-15,31500.0,235587.33,0.26,0.16,0.26,3.0,235587.33,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.61,0.912,95.39,1.7797,8.02
2008-01-16,31500.0,229124.84,0.26,0.16,0.25,3.0,229124.84,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.81,0.9085,95.19,1.7797,7.8
2008-01-17,31500.0,230299.84,0.25,0.16,0.25,3.0,230299.84,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.79,0.9089,95.21,1.7797,7.84
2008-01-18,31500.0,225306.09,0.25,0.16,0.25,3.0,225306.09,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.66,0.9111,95.34,1.7797,7.67
2008-01-21,31500.0,210912.35,0.25,0.15,0.24,3.0,210912.35,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.47,0.9146,95.53,1.1798,7.18
2008-01-22,31500.0,220312.35,0.24,0.15,0.23,3.0,220312.35,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.96,0.9057,95.04,1.1798,7.5
2008-01-23,31500.0,210618.6,0.26,0.15,0.24,3.0,210618.6,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.75,0.9095,95.25,1.1798,7.17
2008-01-24,31500.0,220899.85,0.26,0.15,0.23,3.0,220899.85,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.98,0.9053,95.02,1.1798,7.52
2008-01-25,31500.0,222368.59,0.25,0.15,0.24,3.0,222368.59,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.8,0.9086,95.2,1.1798,7.57
2008-01-28,31500.0,218256.1,0.25,0.15,0.24,3.0,218256.1,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.74,0.9097,95.26,1.1798,7.43
2008-01-29,31500.0,224131.09,0.24,0.15,0.23,3.0,224131.09,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.88,0.9071,95.12,1.1798,7.63
2008-01-30,31500.0,218549.85,0.23,0.15,0.23,3.0,218549.85,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.88,0.9071,95.12,0.8468,7.44
2008-01-31,31500.0,217374.85,0.23,0.15,0.23,3.0,217374.85,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.74,0.9097,95.26,0.8468,7.4
2008-02-01,31500.0,225599.84,0.23,0.15,0.23,3.0,225599.84,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.93,0.9062,95.07,0.8468,7.68
2008-02-04,31500.0,228243.59,0.23,0.15,0.24,3.0,228243.59,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.77,0.9091,95.23,0.8468,7.77
2008-02-05,31500.0,225012.34,0.25,0.15,0.24,3.0,225012.34,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.75,0.9095,95.25,0.8468,7.66
2008-02-06,31500.0,225306.09,0.24,0.15,0.24,3.0,225306.09,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.7,0.9103,95.3,0.8468,7.67
2008-02-07,31500.0,218256.1,0.27,0.15,0.24,3.0,218256.1,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.56,0.9129,95.44,0.8468,7.43
2008-02-08,31500.0,222074.84,0.26,0.15,0.24,3.0,222074.84,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.56,0.9129,95.44,0.8468,7.56
2008-02-11,31500.0,220018.6,0.27,0.15,0.24,3.0,220018.6,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.59,0.9124,95.41,0.8468,7.49
2008-02-12,31500.0,228831.09,0.27,0.15,0.25,3.0,228831.09,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9094,95.24,0.8468,7.79
2008-02-13,31500.0,226481.09,0.26,0.15,0.25,3.0,226481.09,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.76,0.9094,95.24,0.3928,7.71
2008-02-14,154500.0,1141092.06,1.35,0.74,1.19,5.0,823506.57,43000.0,111500.0,317585.49,,,,0.61,,,,,80000.0,,,,0.61,,,43000.0,,0.34,,,,100.0,53.56,0.0,0.0,,0.0,100.0,28.61,0.5775,70.39,1.9243,7.92
2008-02-15,154500.0,1109395.06,1.41,0.74,1.19,5.0,800631.38,43000.0,111500.0,308763.67,,,,,,,,,,,,,,,,,,0.33,,,,100.0,53.62,0.0,0.0,,0.0,100.0,27.69,0.5855,71.33,1.9264,7.7
2008-02-18,154500.0,1139651.28,1.48,0.74,1.19,5.0,822466.78,43000.0,111500.0,317184.5,,,,,,,,,,,,,,,,,,0.34,,,,100.0,53.62,0.0,0.0,,0.0,100.0,28.54,0.5782,70.47,1.9264,7.91
2008-02-19,154500.0,1136769.74,1.64,0.74,1.2,5.0,820387.22,43000.0,111500.0,316382.52,,,,,,,,,,,,,,,,,,0.34,,,,100.0,53.61,0.0,0.0,,0.0,100.0,28.21,0.581,70.8,1.9263,7.89
2008-02-20,174500.0,1269278.87,1.83,0.84,1.36,5.0,956505.28,43000.0,131500.0,312773.59,,,,,,20000.0,,,,,,,,,0.16,,,0.33,,,,100.0,53.62,0.0,0.0,,0.0,100.0,24.68,0.4684,62.75,2.1758,7.8
2008-02-21,174500.0,1282297.12,1.89,0.84,1.36,5.0,966315.59,43000.0,131500.0,315981.52,,,,,,,,,,,,,,,,,,0.34,,,,100.0,53.53,0.0,0.0,,0.0,100.0,25.07,0.4654,62.35,2.1725,7.88
2008-02-22,166500.0,1197114.34,1.84,0.8,1.29,5.0,945468.68,35000.0,131500.0,251645.66,,,,,,,,0.07,,8000.0,,,,,,,,0.27,,,,100.0,43.64,0.0,0.0,,0.0,100.0,20.92,0.4931,65.89,2.0761,7.71
2008-02-25,166500.0,1217299.15,1.85,0.8,1.28,5.0,961410.44,35000.0,131500.0,255888.71,,,,,,,,,,,,,,,,,,0.27,,,,100.0,49.16,0.0,0.0,,0.0,100.0,21.36,0.4884,65.38,2.3385,7.84
2008-02-26,131500.0,974899.61,1.45,0.63,1.02,5.0,715420.63,35000.0,96500.0,259478.98,,,,,,,,,,,,,,,,,35000.0,0.28,0.27,,,100.0,49.16,0.0,0.0,,0.0,100.0,27.3,0.4128,56.04,1.8469,7.95
2008-02-27,81500.0,609535.49,0.89,0.39,0.65,5.0,347771.78,35000.0,46500.0,261763.71,,,,,,,,,,,,,,,,,50000.0,0.28,0.37,,,100.0,49.16,0.0,0.0,,0.0,100.0,30.56,0.3399,43.22,1.1447,8.02
2008-02-28,46500.0,340400.06,0.54,0.22,0.37,4.0,340400.06,0.0,46500.0,0.0,,,,,,,,0.28,,35000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.73,0.4756,54.03,0.6531,7.85
2008-02-29,68500.0,491867.71,0.8,0.33,0.54,5.0,491867.71,22000.0,68500.0,157972.11,,,,,,22000.0,,,,,,,,,0.17,22000.0,,0.17,,,,100.0,30.9,0.0,0.0,,0.0,100.0,32.01,0.3216,36.37,0.9621,7.7
2008-03-03,68500.0,481008.29,0.81,0.33,0.53,5.0,481008.29,10000.0,68500.0,70220.19,,,,,,,,0.1,,12000.0,,,,,,,,0.08,,,,100.0,14.04,0.0,0.0,,0.0,100.0,31.86,0.3219,36.2,0.9621,7.53
2008-03-04,59112.0,410675.64,0.7,0.28,0.45,5.0,410675.64,10000.0,59112.0,69474.16,,,,0.02,,,,,2612.0,,,,0.02,,,,12000.0,0.08,0.09,,,100.0,30.12,0.0,0.0,,0.0,100.0,39.36,0.3558,41.55,1.7805,7.45
2008-03-05,34112.0,241761.86,0.4,0.16,0.26,3.0,241761.86,10000.0,34112.0,70872.97,,,,,,,,,,,,,,,,,25000.0,0.08,0.19,,,100.0,23.7,0.0,0.0,,0.0,100.0,28.19,0.5369,67.49,0.8083,7.6
2008-03-06,34112.0,236990.25,0.39,0.16,0.27,3.0,236990.25,10000.0,34112.0,69474.16,,,,,,,,,,,,,,,,,,0.08,,,,100.0,23.7,0.0,0.0,,0.0,100.0,28.6,0.534,67.11,0.8083,7.45
2008-03-07,34112.0,232218.63,0.45,0.16,0.26,3.0,232218.63,0.0,34112.0,0.0,,,,,,,,0.08,,10000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.24,0.5385,67.61,0.8083,7.3
2008-03-10,31500.0,209443.6,0.4,0.15,0.24,3.0,209443.6,0.0,31500.0,0.0,,,,,,,,,,,,,,,,,2612.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.52,0.5187,65.09,0.7464,7.13
2008-03-11,3685.0,25154.49,0.05,0.02,0.03,1.0,25154.49,2185.0,3685.0,14915.22,,,,,,,,,,,,,,,,2185.0,27815.0,0.02,0.22,,,100.0,5.18,0.0,0.0,,0.0,100.0,41.34,0.515,58.66,0.0873,7.32
2008-03-12,3685.0,25360.68,0.05,0.02,0.03,1.0,25360.68,2185.0,3685.0,15037.47,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.18,0.0,0.0,,0.0,100.0,40.62,0.5176,59.38,0.0873,7.38
2008-03-13,3685.0,24535.94,0.05,0.02,0.03,1.0,24535.94,2185.0,3685.0,14548.45,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.18,0.0,0.0,,0.0,100.0,39.91,0.5204,60.09,0.0873,7.14
2008-03-14,3685.0,24054.84,0.05,0.02,0.03,1.0,24054.84,2185.0,3685.0,14263.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.18,0.0,0.0,,0.0,100.0,40.48,0.5181,59.52,0.0873,7.0
2008-03-17,3685.0,22749.01,0.05,0.02,0.03,1.0,22749.01,2185.0,3685.0,13488.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.18,0.0,0.0,,0.0,100.0,39.37,0.5226,60.63,0.0873,6.62
2008-03-18,23685.0,150413.74,0.31,0.11,0.16,2.0,23401.93,22185.0,3685.0,140887.86,,,20000.0,,,,,,,,,,,20000.0,,,,0.15,,,,100.0,52.57,0.0,0.0,,0.0,100.0,9.16,0.7244,84.37,0.5613,6.81
2008-03-19,48685.0,310994.54,0.61,0.23,0.33,4.0,310994.54,22185.0,48685.0,141715.39,,,,,,45000.0,,,,,,,,,0.31,,,0.15,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.49,0.857,92.41,1.1537,6.85
2008-03-20,48685.0,307816.49,0.61,0.23,0.34,4.0,307816.49,22185.0,48685.0,140267.21,,,,,,,,,,,,,,,,,,0.15,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.45,0.8576,92.45,1.1537,6.78
2008-03-21,48685.0,307816.49,0.56,0.23,0.34,4.0,307816.49,22185.0,48685.0,140267.21,,,,,,,,,,,,,,,,,,0.15,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.42,0.8582,92.48,1.1537,
2008-03-24,48685.0,307816.49,0.56,0.23,0.33,4.0,307816.49,22185.0,48685.0,140267.21,,,,,,,,,,,,,,,,,,0.15,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.44,0.8573,92.43,1.1537,
2008-03-25,48685.0,325522.75,0.56,0.23,0.33,4.0,325522.75,22185.0,48685.0,148335.67,,,,,,,,,,,,,,,,,,0.15,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.48,0.8544,92.27,1.1537,7.17
2008-03-26,48685.0,321890.7,0.58,0.23,0.35,4.0,321890.7,22185.0,48685.0,146680.6,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.49,0.8579,92.46,1.1537,7.09
2008-03-27,48685.0,322798.71,0.56,0.23,0.35,4.0,322798.71,22185.0,48685.0,147094.37,,,,,,,,,,,,,,,,,,0.15,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.49,0.8572,92.42,1.1537,7.11
2008-03-28,48685.0,320528.68,0.57,0.23,0.35,4.0,320528.68,22185.0,48685.0,146059.95,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.49,0.8577,92.45,1.1537,7.06
2008-03-31,48685.0,318258.65,0.56,0.23,0.34,4.0,318258.65,22185.0,48685.0,145025.53,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.49,0.8575,92.44,1.1537,7.01
2008-04-01,48685.0,329154.8,0.58,0.23,0.34,4.0,329154.8,22185.0,48685.0,149990.74,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,4.48,0.8556,92.33,1.1537,7.25
2008-04-02,60685.0,418774.37,0.71,0.28,0.44,5.0,418774.37,22185.0,60685.0,153094.0,,,,0.1,,,,,12000.0,,,,0.1,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.49,0.8852,93.99,1.438,7.4
2008-04-03,60685.0,416510.72,0.7,0.28,0.45,5.0,416510.72,22185.0,60685.0,152266.46,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.6,0.8844,93.94,1.438,7.36
2008-04-04,60685.0,415944.81,0.71,0.28,0.45,5.0,415944.81,22185.0,60685.0,152059.58,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.6,0.8842,93.93,1.438,7.35
2008-04-07,60685.0,422735.75,0.7,0.28,0.45,5.0,422735.75,22185.0,60685.0,154542.19,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.66,0.8825,93.83,1.438,7.47
2008-04-08,60685.0,419906.19,0.67,0.28,0.45,5.0,419906.19,22185.0,60685.0,153507.77,,,,,,,,,,,,,,,,,,0.17,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.6,0.8845,93.95,1.438,7.42
2008-04-09,60685.0,414247.08,0.66,0.28,0.45,5.0,414247.08,22185.0,60685.0,151438.93,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.6,0.8847,93.96,1.438,7.32
2008-04-10,60685.0,418774.37,0.67,0.28,0.45,5.0,418774.37,22185.0,60685.0,153094.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.55,0.8855,94.0,1.438,7.4
2008-04-11,61985.0,421387.02,0.69,0.29,0.46,5.0,421387.02,22185.0,61985.0,150818.28,,,,,,1300.0,,,,,,,,,0.01,,,0.16,,,,100.0,52.57,0.0,0.0,,0.0,100.0,3.53,0.8487,92.0,1.4688,7.29
2008-04-14,61985.0,417340.78,0.69,0.43,0.45,5.0,417340.78,47185.0,61985.0,317693.39,,25000.0,,,0.18,,,,,,,25000.0,,,,,,0.35,,,,100.0,67.55,0.0,0.0,,0.0,100.0,3.53,0.8481,91.97,0.8874,7.22
2008-04-15,60685.0,417076.64,0.65,0.42,0.44,5.0,417076.64,47185.0,60685.0,324293.66,,,,,,,,,,,,,,,,,1300.0,0.34,0.01,,,100.0,67.55,0.0,0.0,,0.0,100.0,3.6,0.8843,93.94,0.8688,7.37
2008-04-16,60685.0,419340.28,0.68,0.42,0.45,5.0,419340.28,47185.0,60685.0,326053.74,,,,,,,,,,,,,,,,,,0.35,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8854,94.0,0.7886,7.41
2008-04-17,60685.0,422735.75,0.69,0.42,0.45,5.0,422735.75,47185.0,60685.0,328693.85,,,,,,,,,,,,,,,,,,0.35,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.58,0.8845,93.95,0.7886,7.47
2008-04-18,60685.0,434053.97,0.68,0.42,0.45,5.0,434053.97,47185.0,60685.0,337494.22,,,,,,,,,,,,,,,,,,0.35,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.883,93.87,0.7886,7.67
2008-04-21,60685.0,427263.04,0.7,0.42,0.47,5.0,427263.04,47185.0,60685.0,332214.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8848,93.96,0.7886,7.55
2008-04-22,59185.0,418357.8,0.69,0.41,0.45,5.0,418357.8,47185.0,59185.0,333534.05,,,,,,,,,,,,,,,,,,0.35,,,0.01,100.0,61.32,0.0,0.0,,0.0,100.0,3.69,0.9289,96.31,0.7691,7.58
2008-04-23,60685.0,430658.51,0.75,0.42,0.46,5.0,430658.51,47185.0,60685.0,334854.11,0.01,,,,,,1500.0,,,,0.01,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.58,0.8846,93.95,0.7886,7.61
2008-04-24,60685.0,434053.97,0.76,0.42,0.46,5.0,434053.97,47185.0,60685.0,337494.22,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8839,93.92,0.7886,7.67
2008-04-25,60685.0,432356.24,0.77,0.42,0.47,5.0,432356.24,47185.0,60685.0,336174.17,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8838,93.91,0.7886,7.64
2008-04-28,60685.0,436317.62,0.71,0.42,0.46,5.0,436317.62,47185.0,60685.0,339254.3,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8838,93.91,0.7886,7.71
2008-04-29,60685.0,434619.89,0.73,0.42,0.47,5.0,434619.89,47185.0,60685.0,337934.24,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8844,93.94,0.7886,7.68
2008-04-30,60685.0,434053.97,0.74,0.42,0.47,5.0,434053.97,47185.0,60685.0,337494.22,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8842,93.93,0.7886,7.67
2008-05-01,60685.0,434053.97,0.76,0.42,0.47,5.0,434053.97,47185.0,60685.0,337494.22,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.6,0.8841,93.93,0.7886,
2008-05-02,60685.0,449899.49,0.76,0.42,0.47,5.0,449899.49,47185.0,60685.0,349814.74,,,,,,,,,,,,,,,,,,0.36,,,,100.0,61.32,0.0,0.0,,0.0,100.0,3.59,0.8842,93.93,0.7886,7.95
2008-05-05,48685.0,360027.25,0.65,0.34,0.39,4.0,360027.25,47185.0,48685.0,348934.7,,,,,,,,,,,,,,,,,12000.0,0.37,0.08,,,100.0,61.32,0.0,0.0,,0.0,100.0,4.49,0.8591,92.53,0.6327,7.93
2008-05-06,48685.0,356395.2,0.65,0.34,0.39,4.0,356395.2,47185.0,48685.0,345414.55,,,,,,,,,,,,,,,,,,0.37,,,,100.0,61.32,0.0,0.0,,0.0,100.0,4.49,0.8578,92.46,0.6327,7.85
2008-05-07,48685.0,360027.25,0.78,0.34,0.38,4.0,360027.25,47185.0,48685.0,348934.7,,,,,,,,,,,,,,,,,,0.37,,,,100.0,61.32,0.0,0.0,,0.0,100.0,4.49,0.8574,92.43,0.6327,7.93
2008-05-08,48685.0,357757.22,0.79,0.34,0.39,4.0,357757.22,47185.0,48685.0,346734.61,,,,,,,,,,,,,,,,,,0.37,,,,100.0,61.32,0.0,0.0,,0.0,100.0,4.49,0.8576,92.45,0.6327,7.88
2008-05-09,48685.0,355941.2,0.83,0.34,0.38,4.0,355941.2,47185.0,48685.0,344974.54,,,,,,,,,,,,,,,,,,0.37,,,,100.0,61.32,0.0,0.0,,0.0,100.0,4.49,0.8576,92.45,0.6327,7.84
2008-05-12,70650.0,514553.12,1.21,0.49,0.55,5.0,514553.12,47185.0,70650.0,343654.48,,,,0.16,,2000.0,,,19965.0,,,,0.16,,0.02,,,0.37,,,,100.0,61.32,0.0,0.0,,0.0,100.0,31.36,0.5054,63.7,0.9181,7.81
2008-05-13,72914.0,533761.93,1.29,0.5,0.57,5.0,533761.93,25000.0,72914.0,183010.78,,,,0.02,,,,0.17,2264.0,22185.0,,,0.02,,,,,0.2,,,,100.0,32.49,0.0,0.0,,0.0,100.0,30.43,0.4767,61.66,0.9476,7.85
2008-05-14,52914.0,395741.85,0.96,0.36,0.42,4.0,395741.85,25000.0,52914.0,186974.08,,,,,,,,,,,,,,,,,20000.0,0.2,0.16,,,100.0,32.49,0.0,0.0,,0.0,100.0,41.82,0.4055,47.26,0.6876,8.02
2008-05-15,68656.0,513475.68,1.25,0.47,0.55,5.0,513475.68,25000.0,68656.0,186974.08,,,,0.12,,,,,15742.0,,,,0.12,,,,,0.2,,,,100.0,32.49,0.0,0.0,,0.0,100.0,32.02,0.3223,36.79,0.8922,8.02
2008-05-16,66471.0,502093.09,1.26,0.46,0.53,5.0,502093.09,25000.0,66471.0,188839.15,,,,,,,,,,,,,,,,,2185.0,0.2,0.02,,,100.0,32.49,0.0,0.0,,0.0,100.0,29.94,0.3231,38.0,0.8638,8.1
2008-05-19,28514.0,218839.14,0.53,0.2,0.23,3.0,218839.14,25000.0,28514.0,191869.91,,,,,,,,,,,,,,,,,37957.0,0.2,0.3,,,100.0,32.49,0.0,0.0,,0.0,100.0,6.87,0.7794,87.86,0.3706,8.23
2008-05-20,28514.0,210862.01,0.54,0.2,0.23,3.0,210862.01,25000.0,28514.0,184875.86,,,,,,,,,,,,,,,,,,0.21,,,,100.0,28.75,0.0,0.0,,0.0,100.0,6.78,0.7821,88.02,0.3279,7.93
2008-05-21,28514.0,210330.21,0.57,0.2,0.23,3.0,210330.21,25000.0,28514.0,184409.59,,,,,,,,,,,,,,,,,,0.2,,,,100.0,28.75,0.0,0.0,,0.0,100.0,7.01,0.7775,87.74,0.3279,7.91
