,RXL FP Equity_DX_SI_QTY,RXL FP Equity_DX_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RXL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RXL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RXL FP Equity_DX_SI_MV,RXL FP Equity_DX_DSS,RXL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY,RXL FP Equity_DX_BROKER_SI_QTY,RXL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RXL FP Equity_DX_BROKER_SI_MV_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_x,RXL FP Equity_DX_BROKER_SI_MV_INC_x,RXL FP Equity_DX_SUPPLY_SI_MV_NEW,RXL FP Equity_DX_BROKER_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_NEW,RXL FP Equity_DX_SUPPLY_SI_MV_DEC,RXL FP Equity_DX_BROKER_SI_QTY_INC,RXL FP Equity_DX_SUPPLY_SI_QTY_DEC,RXL FP Equity_DX_BROKER_SI_MV_NEW_y,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RXL FP Equity_DX_BROKER_SI_MV_INC_y,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_y,RXL FP Equity_DX_BROKER_SI_MV_ADD,RXL FP Equity_DX_SUPPLY_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_DEC,RXL FP Equity_DX_SUPPLY_SI_MV,RXL FP Equity_DX_BROKER_SI_MV_DEC,RXL FP Equity_DX_SUPPLY_SI_MV_RMV,RXL FP Equity_DX_BROKER_SI_MV_RMV,RXL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RXL FP Equity_DX_UTILIZATION_QUANTITY,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RXL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RXL FP Equity_DX_ACTIVE_UTILIZATION_MV,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RXL FP Equity_DX_BROKER_SI_CON_RATIO,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RXL FP Equity_DX_DEMAND_SUPPLY_RATIO,RXL FP Equity_PX_LAST
2007-08-01,434576.0,5150414.01,0.65,1.06,0.17,7.06,0.0,4925233.92,35195.0,415576.0,417116.5,0.45,,,0.01,,,28145.0,,177.0,,0.45,,0.01,,,,,0.57,,,,1.75,1.75,1972276.0,23374594.89,,31.94,1.75,21.54,0.3294,50.5,0.2165,16.07
2007-08-02,395129.0,4735357.77,0.59,0.94,0.15,6.42,0.0,4507655.43,35195.0,376129.0,421788.62,,,,,,,,,,,,,,,,,39448.0,0.57,0.63,,,1.76,1.76,1969981.0,23608909.58,,31.91,1.74,23.67,0.2979,45.62,0.1971,16.25
2007-08-03,316104.0,3718358.03,0.47,0.73,0.12,5.16,0.0,3494859.43,35195.0,297104.0,414001.76,,,,0.02,,,,,476.0,,,,0.02,,,,79500.0,0.57,1.29,,,1.75,1.75,1972420.0,23201742.95,,31.83,1.76,30.13,0.2404,30.86,0.1575,15.95
2007-08-06,344109.0,3997027.31,0.51,0.79,0.13,5.56,0.0,3776331.2,35195.0,325109.0,408810.51,,,,0.46,,,,,28722.0,,,,0.46,,,,718.0,0.56,0.03,,,1.67,1.67,2067656.0,24017033.85,,32.78,1.68,27.29,0.2579,37.19,0.1636,15.75
2007-08-07,307931.0,3526837.05,0.46,0.72,0.12,4.96,0.0,3309223.67,35195.0,288931.0,403100.14,,,,,,,,,,,,,,,,,36178.0,0.55,0.59,,,1.62,1.62,2141104.0,24522782.41,,33.58,1.62,30.45,0.3107,42.01,0.1415,15.53
2007-08-08,470814.0,5392390.69,0.7,1.1,0.18,7.48,0.0,5174777.32,35195.0,451814.0,403100.14,,,,2.57,,,,,163000.0,,,,2.57,,,,118.0,0.55,0.02,,,1.62,1.62,2140465.0,24515463.73,,33.36,1.61,19.46,0.4513,62.97,0.2164,15.53
2007-08-09,748522.0,8390902.67,1.11,1.71,0.29,11.93,0.0,8177913.4,35195.0,729522.0,394534.59,2.19,,,2.26,,,132500.0,,145558.0,,2.19,,2.26,,,,350.0,0.55,0.0,,,1.62,1.62,2137759.0,23964195.7,,33.02,1.63,18.83,0.3961,58.28,0.3445,15.2
2007-08-10,721619.0,7817903.07,1.07,1.61,0.28,11.44,0.0,7612060.15,35195.0,702619.0,381296.91,,,,,,,,,,,,,,,,,26902.0,0.54,0.44,,,1.62,1.62,2131921.0,23096885.93,,32.29,1.63,19.46,0.3866,57.18,0.333,14.69
2007-08-13,673898.0,7355571.29,1.0,1.49,0.26,10.67,0.0,7148187.0,35195.0,654898.0,384152.1,,,,,,40558.0,,,,,,,,,0.63,,88279.0,0.52,1.38,,,1.63,1.63,2125436.0,23199053.89,,31.87,1.6,20.89,0.3068,48.55,0.3119,14.8
2007-08-14,605532.0,6542372.23,0.9,1.32,0.24,9.62,0.0,6337089.81,35195.0,586532.0,380258.67,,,,0.01,,,,,337.0,,,,0.01,,,,68703.0,0.52,1.04,,,1.63,1.63,2126682.0,22977390.55,,31.88,1.61,23.08,0.3727,54.01,0.2801,14.65
2007-08-15,577822.0,6255768.3,0.86,1.27,0.23,9.15,0.0,6034908.46,36595.0,557422.0,396194.4,,,1400.0,,,1400.0,,,,,,,,1400.0,0.02,,30510.0,0.54,0.49,,,1.58,1.58,2275039.0,24630624.74,,34.01,1.55,24.33,0.3563,51.68,0.25,14.68
2007-08-16,552261.0,5702075.15,0.82,1.21,0.22,8.72,0.0,5491445.88,36595.0,531861.0,377842.07,,,,0.0,,21100.0,,,340.0,,,,0.0,,0.31,,47000.0,0.54,0.73,,,1.58,1.58,2276590.0,23505710.64,,33.24,1.59,25.55,0.3075,45.56,0.2387,14.0
2007-08-17,448852.0,4551624.11,0.67,0.99,0.18,6.97,0.0,4344756.07,36595.0,428452.0,371094.89,,,,,,,,,,,,,,,,,103409.0,0.51,1.65,,,1.58,1.58,2273343.0,23053039.31,,32.25,1.56,31.55,0.2627,33.61,0.1943,13.75
2007-08-20,495830.0,4976814.47,0.74,1.04,0.19,7.57,0.0,4742251.87,39564.0,472461.0,397117.33,,,2969.0,0.94,,,,,68969.0,,,,0.94,2969.0,,,24960.0,0.54,0.39,,,1.74,1.74,2239139.0,22475000.27,,31.41,1.7,31.1,0.287,39.15,0.2176,13.61
2007-08-21,423516.0,4263467.92,0.63,0.87,0.17,6.44,0.0,4028215.93,39564.0,400147.0,398284.47,,,,,,,,,,,,,,,,,72314.0,0.54,1.1,,,1.74,1.74,2235549.0,22504914.68,,31.19,1.7,36.73,0.3597,46.22,0.1862,13.65
2007-08-22,495520.0,5207587.53,0.74,1.02,0.19,7.54,0.0,4961994.79,39564.0,472151.0,415791.48,,,,1.09,,,,,72004.0,,,,1.09,,,,,0.54,,,,1.74,1.74,2235206.0,23490537.0,,31.56,1.68,31.14,0.2874,39.2,0.2178,14.25
2007-08-23,494880.0,5255607.47,0.74,1.02,0.19,7.62,0.0,5007429.54,39564.0,471511.0,420168.23,,,,,,,,,,,,,,,,,640.0,0.56,0.0,,,1.74,1.74,2239915.0,23787815.22,,32.13,1.72,31.01,0.2853,39.01,0.2171,14.4
2007-08-24,494312.0,5249575.33,0.73,1.05,0.19,7.64,0.0,5001397.4,39564.0,470943.0,420168.23,,,,,,,,,,,,,,,,,568.0,0.57,0.0,,,1.83,1.83,2126223.0,22580410.34,,30.87,1.81,30.84,0.2851,39.13,0.2282,14.4
2007-08-27,495662.0,5300467.22,0.74,1.08,0.19,7.45,0.0,5050565.84,39564.0,472293.0,423086.07,,,,0.34,,,,,38450.0,,,,0.34,,,,37100.0,0.57,0.53,,,1.77,1.77,2194732.0,23469834.34,,31.86,1.76,35.54,0.3243,40.18,0.2218,14.5
2007-08-28,571609.0,6007232.61,0.85,1.26,0.22,8.55,0.0,5761639.87,39564.0,548240.0,415791.48,,,,1.1,,,,,75947.0,,,,1.1,,,,,0.57,,,,1.76,1.76,2202696.0,23148878.4,,31.83,1.77,30.78,0.3536,48.07,0.2549,14.25
2007-08-29,670993.0,6987361.5,1.0,1.64,0.26,9.93,0.0,6744009.25,39564.0,647624.0,411998.29,,,,1.43,,,,,100000.0,,,,1.43,,,,616.0,0.56,0.02,,,1.76,1.76,2202956.0,22940403.15,,31.53,1.76,41.06,0.3577,41.17,0.2992,14.12
2007-08-30,670326.0,6965584.8,1.0,1.64,0.26,9.91,0.0,6722749.6,39564.0,646957.0,411122.94,,,,,,,,,,,,,,,,,667.0,0.56,0.01,,,2.32,2.32,1666391.0,17316034.03,,23.74,2.3,41.11,0.3585,41.25,0.3929,14.09
2007-08-31,670833.0,7074748.11,1.0,1.57,0.26,9.87,0.0,6828293.65,39564.0,647464.0,417250.4,,,,0.0,,,,,507.0,,,,0.0,,,,,0.56,,,,2.33,2.33,1659956.0,17506250.56,,23.79,2.29,40.87,0.3581,41.42,0.3947,14.3
2007-09-03,685935.0,7345309.6,1.02,1.61,0.27,10.1,0.0,7095063.53,39564.0,662566.0,423669.63,,,,0.22,,,,,15101.0,,,,0.22,,,,,0.57,,,,2.19,2.19,1768174.0,18934425.94,,25.55,2.17,39.93,0.3442,40.46,0.3794,14.52
2007-09-04,708939.0,7696215.23,1.05,1.68,0.28,10.45,0.0,7442522.24,39564.0,685570.0,429505.3,,,,0.34,,,,,23004.0,,,,0.34,,,,,0.57,,,,2.15,2.15,1797353.0,19511996.84,,26.36,2.13,38.64,0.3271,39.08,0.3859,14.72
2007-09-05,761124.0,8206600.93,1.13,1.81,0.3,11.3,0.0,7954631.4,39564.0,737755.0,426587.47,,,,0.78,,,,,52185.0,,,,0.78,,,,,0.58,,,,2.12,2.12,1822544.0,19651057.24,,26.8,2.13,36.28,0.3161,39.42,0.4087,14.62
2007-09-06,790549.0,8453904.2,1.17,1.91,0.31,11.73,0.0,8204002.82,39564.0,767180.0,423086.07,,,,0.74,,,,,50000.0,,,,0.74,,,,20575.0,0.58,0.29,,,2.12,2.12,1830658.0,19576531.44,,26.75,2.12,35.41,0.323,41.35,0.4227,14.5
2007-09-07,790828.0,8194432.61,1.17,1.96,0.31,11.6,0.0,7952286.79,39564.0,767459.0,409955.81,,,,0.0,,,,,279.0,,,,0.0,,,,,0.57,,,,2.28,2.28,1697689.0,17591180.51,,24.29,2.31,35.81,0.3217,40.81,0.4552,14.05
2007-09-10,788485.0,7960812.77,1.17,1.85,0.31,11.52,0.0,7724871.4,39564.0,765116.0,399451.6,,,,,,,,,,,,,,,,,2343.0,0.56,0.04,,,2.12,2.12,1826558.0,18441550.89,,25.55,2.13,36.05,0.3236,40.94,0.4225,13.69
2007-09-11,787303.0,7943072.56,1.17,1.82,0.31,11.37,0.0,7707293.44,39564.0,763933.0,399159.82,,,,,,,,,,,,,,,,,1182.0,0.54,0.03,,,2.37,2.37,1626902.0,16413757.64,,22.47,2.35,36.52,0.3257,40.89,0.4724,13.68
2007-09-12,787855.0,7815002.22,1.17,1.83,0.31,11.29,0.0,7583197.15,39564.0,764486.0,392448.8,,,,0.0,,,,,552.0,,,,0.0,,,,,0.54,,,,2.41,2.41,1600713.0,15878017.73,,21.86,2.42,36.51,0.3249,40.77,0.4803,13.45
2007-09-13,786613.0,7802682.4,1.17,1.89,0.31,11.25,0.0,7570877.33,39564.0,763244.0,392448.8,,,,,,,,,,,,,,,,,1242.0,0.53,0.02,,,2.48,2.48,1555094.0,15425507.32,,21.22,2.45,36.59,0.3259,40.86,0.4933,13.45
2007-09-14,787092.0,7511389.81,1.17,1.98,0.31,11.19,0.0,7288374.37,39564.0,763723.0,377567.84,,,,0.0,,,,,479.0,,,,0.0,,,,,0.53,,,,2.47,2.47,1564568.0,14931012.05,,20.95,2.46,36.5,0.3254,40.85,0.4907,12.94
2007-09-17,1366045.0,12562960.25,2.03,2.96,0.53,18.68,0.0,12348045.06,39564.0,1342676.0,363854.02,,,,6.33,,100000.0,,,479000.0,,,,6.33,,1.25,,47.0,0.53,0.05,,,2.52,2.52,1529186.0,14063301.67,,19.73,2.59,24.05,0.2808,40.49,0.8708,12.47
2007-09-18,1363089.0,12756935.55,2.02,2.91,0.53,18.61,0.0,12538228.75,39564.0,1339720.0,370273.25,,,,,,,,,,,,,,,,,2956.0,0.53,0.04,,,2.56,2.56,1507791.0,14111178.8,,19.48,2.63,23.65,0.2823,40.68,0.8809,12.69
2007-09-19,1369985.0,13326654.35,2.03,3.02,0.54,18.89,0.0,13099330.27,39564.0,1346616.0,384862.43,0.13,,,0.02,,,10000.0,,696.0,,0.13,,0.02,,,,3800.0,0.5,0.04,,,2.57,2.57,1502032.0,14611153.62,,19.83,2.47,23.52,0.278,40.02,0.8887,13.19
2007-09-20,1374721.0,13159815.04,2.04,3.05,0.54,19.01,0.0,12936110.22,41329.0,1351352.0,395630.82,,,1765.0,0.09,,,,,4735.0,,,,0.09,1765.0,,,,0.55,,,,2.64,2.64,1521503.0,14564917.59,,20.13,2.64,23.6,0.2756,39.67,0.8796,12.98
2007-09-21,1375032.0,13112088.03,2.04,3.16,0.54,19.01,0.0,12889244.93,41329.0,1351663.0,394106.82,,,,0.0,,,,,311.0,,,,0.0,,,,,0.54,,,,2.53,2.53,1589621.0,15158374.85,,20.92,2.5,23.46,0.2759,39.77,0.8431,12.93
2007-09-24,1376565.0,12537882.83,2.04,3.24,0.54,18.73,0.0,12325035.79,41329.0,1353196.0,376428.4,,,,0.0,,,,,1533.0,,,,0.0,,,,,0.53,,,,2.61,2.61,1544752.0,14069745.76,,19.72,2.64,23.81,0.2774,40.37,0.8679,12.35
2007-09-25,1451215.0,12736181.7,2.16,3.33,0.57,19.45,0.0,11883519.29,115116.0,1354059.0,1010283.31,,73787.0,,0.0,0.99,,,,863.0,,,73787.0,0.0,,,,,1.5,,,,8.01,8.01,1321479.0,11597590.06,,16.43,8.36,23.73,0.2794,40.94,1.0102,11.9
2007-09-26,1449153.0,12579148.07,2.15,3.18,0.57,19.37,0.0,11757102.03,112662.0,1354451.0,977945.03,,,,0.11,,,,0.04,8738.0,2455.0,,,0.11,,,,8346.0,1.44,0.12,,,8.69,8.69,1184429.0,10281252.4,,14.59,9.0,23.73,0.2843,41.62,1.1172,11.77
2007-09-27,1456183.0,13370444.15,2.16,2.99,0.57,19.64,0.0,12513741.44,111264.0,1362879.0,1021608.61,,,,,,10000.0,,0.01,,1397.0,,,,,0.12,,1572.0,1.43,0.01,,,8.71,8.71,1166295.0,10708737.95,,14.66,8.87,23.35,0.2799,40.98,1.1398,12.45
2007-09-28,1508172.0,13992394.49,2.24,2.87,0.59,20.38,0.0,13090720.91,115147.0,1410985.0,1068301.39,,,3883.0,0.58,,3738.0,,,44368.0,,,,0.58,3883.0,0.04,,,1.48,,,,9.09,9.09,1151922.0,10687207.46,,14.74,9.14,22.58,0.2741,40.81,1.1903,12.58
2007-10-01,1508369.0,14238954.23,2.24,2.84,0.59,20.48,0.0,13324089.22,114874.0,1411455.0,1084406.82,,,,0.01,,,,0.0,469.0,273.0,,,0.01,,,,,1.48,,,,9.14,9.14,1141338.0,10774193.54,,14.74,9.15,22.48,0.2732,40.59,1.2007,12.8
2007-10-02,1507906.0,14623810.42,2.24,2.87,0.59,20.63,0.0,13686024.36,114657.0,1411208.0,1111954.08,,,,,,,,0.0,,217.0,,,,,,,246.0,1.49,0.0,,,9.11,9.11,1144395.0,11098447.46,,14.92,9.09,22.52,0.2721,40.3,1.1977,13.15
2007-10-03,1515258.0,14639235.84,2.25,2.85,0.59,20.74,0.0,13668080.68,218482.0,1414737.0,2110801.94,,,,0.05,,,,1.0,3528.0,73328.0,,,0.05,,,177153.0,,2.86,,,,17.54,17.54,1026850.0,9920620.33,,13.49,17.48,22.38,0.2705,40.15,1.2168,13.1
2007-10-04,1624007.0,15833607.61,2.41,3.01,0.63,22.25,0.0,14857427.01,218083.0,1523883.0,2126247.39,,,,1.44,,,,0.0,109147.0,398.0,,,1.44,,,,,2.86,,,,19.57,19.57,896478.0,8740406.22,,11.81,19.5,21.04,0.2859,43.55,1.4571,13.22
2007-10-05,1949114.0,19837039.29,2.9,3.57,0.76,26.64,0.0,16835409.75,412889.0,1654185.0,4202163.3,,,834.0,1.71,,,,,130302.0,,,,1.71,834.0,,193971.0,,5.52,,,,38.81,38.81,651063.0,6626170.82,,8.54,39.25,19.43,0.2504,40.27,1.832,13.8
2007-10-08,1973589.0,20522787.8,2.93,3.27,0.77,27.43,0.0,17193046.75,458166.0,1653382.0,4764337.25,,,25928.0,,,,,0.0,,650.0,,,,25928.0,,20000.0,803.0,6.21,0.0,,,38.72,38.72,725190.0,7541043.49,,9.89,38.57,20.29,0.2478,39.55,1.6678,14.1
2007-10-09,3005121.0,29587192.35,4.46,4.81,1.17,41.77,1.0,26354510.69,466298.0,2676783.0,4590979.4,,,8132.0,18.86,,,,,1334000.0,,,,18.86,8132.0,,,130.0,6.33,0.0,,4.42,42.39,42.39,633621.0,6238373.23,,8.63,42.3,12.17,0.489,67.61,2.7321,13.35
2007-10-10,3956798.0,39161283.88,5.88,5.68,1.55,55.34,1.0,36090484.61,448228.0,3646529.0,4436209.27,4.43,,,9.3,,,310469.0,0.23,659277.0,18070.0,4.43,,9.3,,,,,6.1,,,,41.22,41.22,639140.0,6325706.54,,8.47,41.89,9.02,0.4807,67.52,3.6389,13.42
2007-10-11,5405638.0,56769814.39,8.03,7.5,2.11,75.82,1.0,52419648.95,727184.0,4991414.0,7636860.02,,,55000.0,17.5,,115000.0,,0.0,1230000.0,1044.0,,,17.5,55000.0,1.58,225000.0,116.0,10.32,0.0,,,62.69,62.69,432817.0,4545428.45,,5.62,64.74,12.57,0.4358,63.87,4.66,14.24
2007-10-12,7854827.0,78378138.92,11.67,10.96,3.07,109.33,1.0,72499010.42,944188.0,7265638.0,9421429.43,,,151710.0,28.4,,200000.0,,0.15,2074225.0,10000.0,,,28.4,151710.0,2.8,116624.0,,13.27,,0.49,,68.15,68.15,441245.0,4402892.88,41329.0,5.88,69.28,15.34,0.2771,47.28,5.6696,13.53
2007-10-15,8402114.0,83777189.62,12.48,11.63,3.28,117.41,1.0,78401622.7,957082.0,7862992.0,9543031.69,,51329.0,110000.0,8.91,0.69,,,2.27,597354.0,168435.0,,51329.0,8.91,110000.0,,20000.0,,13.43,,,,70.71,70.71,396379.0,3952281.37,,5.05,72.69,14.24,0.2526,43.96,6.2079,13.52
2007-10-16,8640914.0,85393537.95,12.83,11.9,3.38,119.66,1.0,79713373.26,992732.0,8066142.0,9810640.14,,,35512.0,2.08,,,,0.04,203150.0,2301.0,,,2.08,35512.0,,2438.0,,13.81,,,,50.23,50.23,983601.0,9720403.34,,12.99,51.53,13.82,0.243,42.98,4.3722,13.4
2007-10-17,8776851.0,86413285.45,13.04,12.07,3.43,121.28,1.0,80773996.74,1015633.0,8204078.0,9999507.15,,,280.0,1.85,,,,0.04,144900.0,2279.0,,,1.85,280.0,,24900.0,6964.0,14.13,0.12,,,77.31,77.31,298013.0,2934114.12,,3.67,79.4,14.15,0.2385,42.4,6.6808,13.35
2007-10-18,8865284.0,87545485.58,13.17,12.21,3.46,122.0,1.0,81595239.67,1050412.0,8262733.0,10372914.01,,,40260.0,0.4,,25000.0,,0.14,33654.0,5480.0,,,0.4,40260.0,0.35,,,14.5,,,,49.72,49.65,1062048.0,10487820.57,,13.88,51.1,14.23,0.2351,42.02,4.1907,13.39
2007-10-19,8917565.0,88127532.02,13.25,12.35,3.48,122.89,1.0,82166349.53,1051069.0,8314357.0,10387153.55,,,657.0,0.72,,,,,51624.0,,,,0.72,657.0,,,,14.53,,,,35.43,35.43,1915229.0,18927185.28,,25.33,36.45,14.13,0.2332,41.83,3.0063,13.4
2007-10-22,8945954.0,87088561.69,13.29,12.8,3.49,123.06,1.0,81207171.99,1052012.0,8341803.0,10241301.48,,,943.0,0.36,,,,,27446.0,,,,0.36,943.0,,,,14.52,,,,83.11,83.11,213863.0,2081949.12,,2.51,85.26,13.9,0.2318,41.7,7.067,13.2
2007-10-23,9339302.0,91744316.63,13.87,13.39,3.65,128.42,1.0,85766747.33,1056359.0,8730803.0,10377106.83,,,10020.0,5.92,,,,0.08,428000.0,5673.0,,,5.92,10020.0,,,39000.0,14.5,0.56,,,50.24,50.24,1046171.0,10277025.36,,13.53,51.72,13.42,0.2484,44.08,4.4419,13.32
2007-10-24,9190364.0,90687901.44,13.65,13.24,3.59,126.35,1.0,84644843.11,1040367.0,8577957.0,10266046.04,,,3908.0,0.12,,,,0.26,9054.0,19900.0,,,0.12,3908.0,,,161900.0,14.29,2.16,,,49.74,49.74,1051433.0,10375242.19,,13.61,51.22,13.71,0.2556,44.86,4.3935,13.38
2007-10-25,9233913.0,101128311.99,13.72,13.01,3.61,129.14,1.0,94475651.33,1035407.0,8626466.0,11339608.91,,,,0.88,,,,0.0,60000.0,4960.0,,,0.88,,,,11491.0,14.3,0.0,,,49.71,49.71,1047561.0,11472717.54,,13.86,50.77,14.88,0.2503,43.85,4.4331,14.85
2007-10-26,9340611.0,102365737.88,13.87,11.86,3.65,131.81,1.0,96024069.2,979621.0,8761950.0,10735874.4,,,41214.0,2.11,,,,0.83,135484.0,97000.0,,,2.11,41214.0,,,,14.08,,,,47.32,47.32,1090747.0,11953727.81,,14.62,49.06,14.65,0.246,43.14,4.5116,14.86
2007-10-29,9295610.0,103312215.01,13.81,12.88,3.63,133.1,1.0,96951300.91,973289.0,8723281.0,10817218.28,,,,2.58,,,,0.0,176000.0,6332.0,,,2.58,,,,214669.0,14.24,2.76,,,80.22,80.22,240004.0,2667425.25,,3.61,79.78,13.82,0.2404,42.73,7.6615,15.07
2007-10-30,9305146.0,100055563.4,13.82,13.09,3.63,133.11,1.0,94075721.7,923084.0,8749022.0,9925657.23,,,6794.0,0.39,,,,0.88,25741.0,57000.0,,,0.39,6794.0,,,,13.51,,,,66.98,66.98,455067.0,4893204.8,,6.72,66.79,13.82,0.24,42.71,6.7519,14.58
2007-10-31,8784355.0,94261294.12,13.05,12.46,3.43,125.81,1.0,88477700.35,751942.0,8245373.0,8068779.78,,,222.0,,,,,2.53,,171363.0,,,,222.0,,,93649.0,10.85,1.54,,5.71,55.56,55.56,601504.0,6454491.59,,8.78,55.27,14.7,0.2613,44.88,6.4904,14.55
2007-11-01,8837383.0,95156193.11,13.13,12.6,3.45,125.98,1.0,89825286.86,698054.0,8342289.0,7516270.51,5.41,,32997.0,0.0,,35000.0,385000.0,1.26,12446.0,86885.0,5.41,,0.0,32997.0,0.53,,335530.0,10.05,4.83,,,35.36,35.36,1275924.0,13738464.26,,18.57,35.11,14.5,0.2397,42.71,4.4769,14.6
2007-11-02,8360081.0,88352166.17,12.42,11.89,3.27,128.09,1.0,83719830.89,666283.0,7921759.0,7041504.3,,,15000.0,9.4,,,,0.59,144751.0,66772.0,,,9.4,15000.0,,20000.0,565281.0,9.96,6.61,,,74.93,49.55,222867.0,2355333.9,,3.21,75.63,13.25,0.2146,39.46,6.2166,14.33
2007-11-05,8439034.0,88937617.56,12.53,12.12,3.3,129.06,1.0,84382952.82,560139.0,8006855.0,5903214.53,,,,1.44,,,,1.56,101800.0,106144.0,,,1.44,,,,16703.0,8.37,0.28,,,63.44,40.78,322867.0,3402643.21,,4.62,64.41,13.11,0.2119,39.13,6.1435,14.29
2007-11-06,7768685.0,82503150.02,11.54,11.13,3.03,110.72,1.0,77868905.99,601182.0,7332314.0,6384530.81,,,28792.0,0.0,,,,0.17,66212.0,11400.0,,,0.0,28792.0,,23651.0,740753.0,8.58,18.04,,,42.62,42.62,809419.0,8596000.12,,11.58,42.55,13.96,0.2451,43.68,5.5074,14.4
2007-11-07,7104573.0,75502700.96,10.55,10.71,2.78,101.22,1.0,70833919.94,589129.0,6665255.0,6260873.2,,,2947.0,0.11,,,,0.21,8064.0,15000.0,,,0.11,2947.0,,,675123.0,8.42,9.67,,,41.67,41.67,824708.0,8764450.94,,11.81,41.64,15.48,0.2484,43.58,5.025,14.41
2007-11-08,7348854.0,76418631.84,10.92,11.79,2.87,104.52,1.0,71840753.93,590046.0,6908619.0,6135719.67,,,917.0,3.5,,,,,243364.0,,,,3.5,917.0,,,,8.41,,,,36.45,36.45,1028599.0,10696106.94,,14.69,36.41,14.97,0.2625,45.66,4.5401,14.1
2007-11-09,7178792.0,75179639.81,10.66,12.55,2.8,101.67,1.0,70636737.35,573606.0,6744997.0,6007068.11,,,,,,,,0.26,,16440.0,,,,,,,163623.0,8.1,2.38,,,40.62,40.62,838595.0,8782155.83,,11.85,40.59,15.05,0.2658,45.9,5.0834,14.2
2007-11-12,7365747.0,79201762.76,10.94,13.27,2.88,104.26,1.0,73379168.73,692311.0,6824247.0,7444221.42,,,40831.0,2.45,,,,0.03,163397.0,2125.0,,,2.45,40831.0,,80000.0,84147.0,9.86,1.31,,,78.69,40.85,187467.0,2015778.83,,2.69,78.58,14.77,0.2712,46.88,4.346,14.58
2007-11-13,7316935.0,79324447.85,10.87,12.71,2.86,105.21,1.0,73409840.02,646378.0,6771368.0,7007521.31,,,29067.0,1.0,,,,1.06,47120.0,75000.0,,,1.0,29067.0,,,100000.0,9.32,0.98,,,88.02,46.07,88003.0,954059.23,,1.3,87.75,15.04,0.2721,46.76,5.2147,14.7
2007-11-14,7337707.0,82255411.64,10.9,12.79,2.87,106.29,1.0,75969078.32,661592.0,6776926.0,7416420.73,,,15214.0,0.26,,,,,5558.0,,,,0.26,15214.0,,,,9.69,,,,90.06,47.88,73003.0,818360.81,,1.07,90.06,15.01,0.2683,46.28,5.3103,15.2
2007-11-15,7255538.0,78337773.48,10.78,12.45,2.83,105.6,1.0,72163541.13,667160.0,6683689.0,7203301.66,,,11068.0,0.51,,,,0.11,30263.0,5500.0,,,0.51,11068.0,,,123500.0,9.85,1.65,,,90.14,24.3,73003.0,788210.67,,1.11,89.84,15.66,0.2659,45.83,2.6424,14.64
2007-11-16,7186863.0,76854251.02,10.67,12.44,2.81,103.85,1.0,69670332.19,742100.0,6515074.0,7935804.49,,116507.0,,,1.68,89000.0,,0.65,,41567.0,,116507.0,,,1.3,,257615.0,10.76,3.65,,,91.04,22.31,73003.0,780673.14,,1.07,90.98,15.58,0.2585,45.09,2.1605,14.5
2007-11-19,6850749.0,69874829.66,10.18,13.05,2.68,98.71,1.0,63056699.66,718782.0,6182278.0,7331281.56,,,,,,,,0.37,,23318.0,,,,,,,332796.0,10.35,4.96,,,90.78,21.63,73003.0,744600.65,,1.06,90.74,16.29,0.2684,46.11,2.0619,13.83
2007-11-20,6089164.0,58873640.13,9.04,11.91,2.38,86.13,1.0,53027390.84,679975.0,5484500.0,6574400.6,,,,0.34,,,,0.68,25000.0,38807.0,,,0.34,,,,722778.0,9.52,11.52,,,90.3,20.56,73003.0,705836.2,,1.0,90.52,17.94,0.2903,48.8,1.8415,13.11
2007-11-21,6329968.0,58587607.91,9.4,13.8,2.47,88.12,1.0,53153288.25,662450.0,5742829.0,6131367.62,,,,5.06,,,,0.35,380000.0,17525.0,,,5.06,,,,121672.0,9.04,1.98,,,90.07,31.37,73003.0,675686.06,,0.95,90.48,16.52,0.3224,52.62,2.9977,12.55
