,MLSBT FP Equity_DX_SI_QTY,MLSBT FP Equity_DX_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLSBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLSBT FP Equity_DX_SI_MV,MLSBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SUPPLY_SI_QTY,MLSBT FP Equity_DX_BROKER_SI_QTY,MLSBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLSBT FP Equity_DX_SUPPLY_SI_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLSBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_MV,MLSBT FP Equity_DX_BROKER_SI_CON_RATIO,MLSBT FP Equity_DX_DEMAND_SUPPLY_RATIO,MLSBT FP Equity_PX_LAST
2011-12-15,,,,,,,,,,,,,,,,,,,,3.98
2011-12-16,,,,,,,,,,,,,,,,,,,,3.9
2011-12-19,,,,,,,,,,,,,,,,,,,,3.89
2011-12-20,,,,,,,,,,,,,,,,,,,,3.88
2011-12-21,,,,,,,,,,,,,,,,,,,,3.95
2011-12-23,,,,,,,,,,,,,,,,,,,,4.2
2011-12-27,,,,,,,,,,,,,,,,,,,,3.95
2011-12-28,,,,,,,,,,,,,,,,,,,,3.95
2012-01-02,,,,,,,,,,,,,,,,,,,,3.95
2012-01-03,,,,,,,,,,,,,,,,,,,,4.2
2012-01-04,,,,,,,,,,,,,,,,,,,,4.2
2012-01-05,,,,,,,,,,,,,,,,,,,,4.19
2012-01-06,,,,,,,,,,,,,,,,,,,,4.2
2012-01-09,,,,,,,,,,,,,,,,,,,,4.2
2012-01-10,,,,,,,,,,,,,,,,,,,,4.25
2012-01-12,,,,,,,,,,,,,,,,,,,,4.25
2012-01-13,,,,,,,,,,,,,,,,,,,,4.25
2012-01-17,,,,,,,,,,,,,,,,,,,,4.3
2012-01-18,,,,,,,,,,,,,,,,,,,,4.35
2012-01-19,,,,,,,,,,,,,,,,,,,,4.4
2012-01-20,,,,,,,,,,,,,,,,,,,,4.41
2012-01-23,,,,,,,,,,,,,,,,,,,,4.5
2012-01-24,,,,,,,,,,,,,,,,,,,,4.42
2012-01-25,,,,,,,,,,,,,,,,,,,,4.2
2012-01-26,,,,,,,,,,,,,,,,,,,,4.2
2012-01-27,,,,,,,,,,,,,,,,,,,,4.5
2012-01-30,,,,,,,,,,,,,,,,,,,,4.5
2012-02-01,,,,,,,,,,,,,,,,,,,,4.8
2012-02-02,,,,,,,,,,,,,,,,,,,,4.74
2012-02-03,,,,,,,,,,,,,,,,,,,,4.5
2012-02-09,,,,,,,,,,,,,,,,,,,,5.0
2012-02-10,,,,,,,,,,,,,,,,,,,,5.0
2012-02-14,,,,,,,,,,,,,,,,,,,,4.99
2012-02-16,,,,,,,,,,,,,,,,,,,,4.25
2012-02-17,,,,,,,,,,,,,,,,,,,,4.6
2012-02-24,,,,,,,,,,,,,,,,,,,,4.6
2012-02-29,,,,,,,,,,,,,,,,,,,,4.9
2012-03-01,,,,,,,,,,,,,,,,,,,,4.99
2012-03-13,,,,,,,,,,,,,,,,,,,,4.4
2012-03-14,,,,,,,,,,,,,,,,,,,,4.4
2012-03-15,,,,,,,,,,,,,,,,,,,,4.5
2012-03-19,,,,,,,,,,,,,,,,,,,,4.45
2012-03-20,,,,,,,,,,,,,,,,,,,,4.45
2012-03-21,,,,,,,,,,,,,,,,,,,,4.5
2012-04-18,,,,,,,,,,,,,,,,,,,,4.25
2012-04-23,,,,,,,,,,,,,,,,,,,,4.0
2012-04-24,,,,,,,,,,,,,,,,,,,,4.0
2012-04-25,,,,,,,,,,,,,,,,,,,,4.25
2012-04-27,,,,,,,,,,,,,,,,,,,,4.25
2012-05-03,,,,,,,,,,,,,,,,,,,,5.0
2012-05-07,,,,,,,,,,,,,,,,,,,,5.0
2012-05-08,,,,,,,,,,,,,,,,,,,,5.0
2012-05-10,,,,,,,,,,,,,,,,,,,,4.5
2012-05-14,,,,,,,,,,,,,,,,,,,,5.0
2012-05-24,,,,,,,,,,,,,,,,,,,,4.6
2012-05-30,,,,,,,,,,,,,,,,,,,,4.68
2012-06-04,,,,,,,,,,,,,,,,,,,,4.5
2012-06-12,,,,,,,,,,,,,,,,,,,,4.55
2012-07-03,,,,,,,,,,,,,,,,,,,,5.0
2012-07-06,,,,,,,,,,,,,,,,,,,,4.88
2012-07-23,,,,,,,,,,,,,,,,,,,,4.6
2012-07-27,,,,,,,,,,,,,,,,,,,,4.6
2012-07-31,,,,,,,,,,,,,,,,,,,,4.59
2012-08-01,,,,,,,,,,,,,,,,,,,,4.7
2012-08-02,,,,,,,,,,,,,,,,,,,,4.7
2012-08-03,,,,,,,,,,,,,,,,,,,,4.89
2012-08-06,,,,,,,,,,,,,,,,,,,,4.87
2012-08-23,,,,,,,,,,,,,,,,,,,,4.39
2012-08-24,,,,,,,,,,,,,,,,,,,,4.38
2012-08-27,,,,,,,,,,,,,,,,,,,,3.99
2012-08-30,,,,,,,,,,,,,,,,,,,,3.99
2012-08-31,,,,,,,,,,,,,,,,,,,,4.37
2012-09-03,,,,,,,,,,,,,,,,,,,,4.38
2012-09-04,,,,,,,,,,,,,,,,,,,,4.8
2012-09-05,,,,,,,,,,,,,,,,,,,,4.88
2012-09-06,,,,,,,,,,,,,,,,,,,,4.4
2012-09-07,,,,,,,,,,,,,,,,,,,,4.4
2012-09-10,,,,,,,,,,,,,,,,,,,,4.4
2012-09-12,,,,,,,,,,,,,,,,,,,,4.88
2012-09-13,,,,,,,,,,,,,,,,,,,,4.87
2012-09-14,,,,,,,,,,,,,,,,,,,,4.39
2012-09-17,,,,,,,,,,,,,,,,,,,,4.81
2012-09-24,,,,,,,,,,,,,,,,,,,,4.0
2012-09-25,,,,,,,,,,,,,,,,,,,,4.3
2012-09-27,,,,,,,,,,,,,,,,,,,,4.4
2012-09-28,,,,,,,,,,,,,,,,,,,,4.55
2012-10-02,,,,,,,,,,,,,,,,,,,,4.55
2012-10-05,,,,,,,,,,,,,,,,,,,,4.54
2012-10-08,,,,,,,,,,,,,,,,,,,,4.55
2012-10-09,,,,,,,,,,,,,,,,,,,,4.1
2012-10-10,,,,,,,,,,,,,,,,,,,,4.5
2012-10-11,,,,,,,,,,,,,,,,,,,,4.71
2012-10-17,,,,,,,,,,,,,,,,,,,,4.7
2012-10-18,,,,,,,,,,,,,,,,,,,,4.25
2012-10-19,,,,,,,,,,,,,,,,,,,,4.66
2012-10-23,,,,,,,,,,,,,,,,,,,,4.67
2012-11-05,,,,,,,,,,,,,,,,,,,,4.66
2012-11-06,,,,,,,,,,,,,,,,,,,,4.66
2012-11-07,,,,,,,,,,,,,,,,,,,,4.67
2012-11-15,,,,,,,,,,,,,,,,,,,,4.55
2012-11-20,,,,,,,,,,,,,,,,,,,,4.44
2012-11-21,,,,,,,,,,,,,,,,,,,,4.49
2012-11-26,,,,,,,,,,,,,,,,,,,,4.29
2012-11-27,,,,,,,,,,,,,,,,,,,,4.44
2012-12-04,,,,,,,,,,,,,,,,,,,,4.0
2012-12-05,,,,,,,,,,,,,,,,,,,,4.0
2012-12-07,,,,,,,,,,,,,,,,,,,,4.0
2012-12-10,,,,,,,,,,,,,,,,,,,,4.0
2012-12-11,,,,,,,,,,,,,,,,,,,,4.39
2012-12-13,,,,,,,,,,,,,,,,,,,,4.39
2012-12-17,,,,,,,,,,,,,,,,,,,,3.96
2012-12-18,,,,,,,,,,,,,,,,,,,,4.3
2012-12-19,,,,,,,,,,,,,,,,,,,,4.09
2012-12-20,,,,,,,,,,,,,,,,,,,,4.38
2012-12-21,,,,,,,,,,,,,,,,,,,,4.4
2012-12-27,,,,,,,,,,,,,,,,,,,,4.4
2012-12-28,,,,,,,,,,,,,,,,,,,,4.25
2013-01-02,,,,,,,,,,,,,,,,,,,,4.4
2013-01-03,,,,,,,,,,,,,,,,,,,,4.65
2013-01-04,,,,,,,,,,,,,,,,,,,,4.42
2013-01-07,,,,,,,,,,,,,,,,,,,,4.5
2013-01-08,,,,,,,,,,,,,,,,,,,,4.35
2013-01-11,,,,,,,,,,,,,,,,,,,,4.0
2013-01-14,,,,,,,,,,,,,,,,,,,,4.4
2013-01-15,,,,,,,,,,,,,,,,,,,,3.96
2013-01-16,,,,,,,,,,,,,,,,,,,,4.3
2013-01-17,,,,,,,,,,,,,,,,,,,,4.01
2013-01-18,,,,,,,,,,,,,,,,,,,,4.4
2013-01-21,,,,,,,,,,,,,,,,,,,,4.4
2013-01-22,,,,,,,,,,,,,,,,,,,,4.5
2013-01-23,,,,,,,,,,,,,,,,,,,,4.5
2013-01-24,,,,,,,,,,,,,,,,,,,,4.64
2013-01-25,,,,,,,,,,,,,,,,,,,,4.83
2013-01-30,,,,,,,,,,,,,,,,,,,,4.83
2013-02-01,,,,,,,,,,,,,,,,,,,,4.84
2013-02-04,,,,,,,,,,,,,,,,,,,,4.99
2013-02-07,,,,,,,,,,,,,,,,,,,,4.88
2013-02-12,,,,,,,,,,,,,,,,,,,,4.95
2013-02-14,,,,,,,,,,,,,,,,,,,,4.6
2013-02-15,,,,,,,,,,,,,,,,,,,,4.8
2013-02-18,,,,,,,,,,,,,,,,,,,,4.8
2013-02-27,,,,,,,,,,,,,,,,,,,,4.51
2013-02-28,,,,,,,,,,,,,,,,,,,,4.8
2013-03-14,,,,,,,,,,,,,,,,,,,,4.8
2013-03-21,,,,,,,,,,,,,,,,,,,,4.9
2013-04-15,,,,,,,,,,,,,,,,,,,,4.5
2013-04-16,,,,,,,,,,,,,,,,,,,,4.78
2013-04-19,,,,,,,,,,,,,,,,,,,,4.76
2013-04-23,,,,,,,,,,,,,,,,,,,,4.29
2013-04-25,,,,,,,,,,,,,,,,,,,,4.79
2013-05-10,,,,,,,,,,,,,,,,,,,,4.3
2013-05-29,,,,,,,,,,,,,,,,,,,,4.3
2013-05-30,,,,,,,,,,,,,,,,,,,,4.3
2013-06-03,,,,,,,,,,,,,,,,,,,,3.87
2013-06-04,,,,,,,,,,,,,,,,,,,,4.1
2013-06-07,,,,,,,,,,,,,,,,,,,,4.4
2013-06-10,,,,,,,,,,,,,,,,,,,,4.79
2013-06-24,,,,,,,,,,,,,,,,,,,,4.2
2013-06-25,,,,,,,,,,,,,,,,,,,,4.2
2013-06-27,,,,,,,,,,,,,,,,,,,,4.19
2013-07-03,,,,,,,,,,,,,,,,,,,,4.0
2013-07-04,,,,,,,,,,,,,,,,,,,,3.9
2013-07-08,,,,,,,,,,,,,,,,,,,,3.6
2013-07-09,,,,,,,,,,,,,,,,,,,,3.7
2013-07-10,,,,,,,,,,,,,,,,,,,,3.69
2013-07-11,,,,,,,,,,,,,,,,,,,,3.69
2013-07-16,,,,,,,,,,,,,,,,,,,,3.0
2013-07-17,,,,,,,,,,,,,,,,,,,,3.3
2013-07-18,,,,,,,,,,,,,,,,,,,,3.3
2013-07-19,,,,,,,,,,,,,,,,,,,,3.45
2013-07-24,,,,,,,,,,,,,,,,,,,,3.45
2013-08-05,,,,,,,,,,,,,,,,,,,,3.28
2013-08-07,,,,,,,,,,,,,,,,,,,,3.29
2013-08-09,,,,,,,,,,,,,,,,,,,,3.28
2013-08-12,,,,,,,,,,,,,,,,,,,,3.3
2013-08-16,,,,,,,,,,,,,,,,,,,,2.32
2013-08-20,,,,,,,,,,,,,,,,,,,,2.8
2013-08-22,,,,,,,,,,,,,,,,,,,,3.3
2013-08-23,,,,,,,,,,,,,,,,,,,,3.3
2013-08-29,,,,,,,,,,,,,,,,,,,,4.3
2013-08-30,,,,,,,,,,,,,,,,,,,,4.25
2013-09-06,,,,,,,,,,,,,,,,,,,,3.0
2013-09-09,,,,,,,,,,,,,,,,,,,,3.25
2013-09-11,,,,,,,,,,,,,,,,,,,,3.65
2013-09-12,,,,,,,,,,,,,,,,,,,,3.65
2013-09-16,,,,,,,,,,,,,,,,,,,,3.97
2013-09-30,,,,,,,,,,,,,,,,,,,,3.23
2013-10-02,,,,,,,,,,,,,,,,,,,,2.62
2013-10-04,,,,,,,,,,,,,,,,,,,,3.16
2013-10-08,,,,,,,,,,,,,,,,,,,,3.47
2013-10-09,,,,,,,,,,,,,,,,,,,,3.13
2013-10-10,,,,,,,,,,,,,,,,,,,,3.0
2013-10-11,,,,,,,,,,,,,,,,,,,,3.0
2013-10-14,,,,,,,,,,,,,,,,,,,,3.0
2013-10-16,,,,,,,,,,,,,,,,,,,,3.3
2013-10-17,,,,,,,,,,,,,,,,,,,,3.39
2013-10-29,,,,,,,,,,,,,,,,,,,,3.06
2013-10-30,,,,,,,,,,,,,,,,,,,,3.29
2013-10-31,,,,,,,,,,,,,,,,,,,,3.0
2013-11-01,,,,,,,,,,,,,,,,,,,,3.29
2013-11-05,,,,,,,,,,,,,,,,,,,,2.9
2013-11-06,,,,,,,,,,,,,,,,,,,,2.9
2013-11-08,,,,,,,,,,,,,,,,,,,,2.9
2013-11-12,,,,,,,,,,,,,,,,,,,,2.9
2013-11-13,,,,,,,,,,,,,,,,,,,,2.8
2013-11-14,,,,,,,,,,,,,,,,,,,,2.9
2013-11-15,,,,,,,,,,,,,,,,,,,,2.9
2013-11-19,,,,,,,,,,,,,,,,,,,,2.35
2013-11-20,,,,,,,,,,,,,,,,,,,,2.36
2013-11-21,,,,,,,,,,,,,,,,,,,,2.58
2013-11-22,,,,,,,,,,,,,,,,,,,,2.58
2013-11-26,,,,,,,,,,,,,,,,,,,,2.6
2013-11-27,,,,,,,,,,,,,,,,,,,,2.62
2013-11-29,,,,,,,,,,,,,,,,,,,,2.58
2013-12-04,,,,,,,,,,,,,,,,,,,,2.53
2013-12-16,,,,,,,,,,,,,,,,,,,,2.46
2013-12-20,,,,,,,,,,,,,,,,,,,,2.3
2013-12-27,,,,,,,,,,,,,,,,,,,,2.3
2014-01-02,,,,,,,,,,,,,,,,,,,,2.3
2014-01-03,,,,,,,,,,,,,,,,,,,,2.5
2014-01-07,,,,,,,,,,,,,,,,,,,,2.49
2014-01-14,,,,,,,,,,,,,,,,,,,,2.4
2014-01-17,,,,,,,,,,,,,,,,,,,,2.11
2014-01-20,,,,,,,,,,,,,,,,,,,,2.11
2014-01-21,,,,,,,,,,,,,,,,,,,,2.1
2014-01-22,,,,,,,,,,,,,,,,,,,,2.09
2014-01-24,,,,,,,,,,,,,,,,,,,,2.09
2014-01-27,,,,,,,,,,,,,,,,,,,,2.13
2014-02-14,,,,,,,,,,,,,,,,,,,,1.93
2014-02-17,,,,,,,,,,,,,,,,,,,,2.11
2014-02-26,,,,,,,,,,,,,,,,,,,,2.1
2014-02-27,,,,,,,,,,,,,,,,,,,,2.1
2014-03-03,,,,,,,,,,,,,,,,,,,,2.11
2014-03-06,,,,,,,,,,,,,,,,,,,,1.91
2014-03-07,,,,,,,,,,,,,,,,,,,,2.1
2014-03-12,,,,,,,,,,,,,,,,,,,,2.1
2014-03-13,,,,,,,,,,,,,,,,,,,,2.0
2014-03-14,,,,,,,,,,,,,,,,,,,,2.0
2014-03-19,,,,,,,,,,,,,,,,,,,,2.0
2014-03-20,,,,,,,,,,,,,,,,,,,,2.0
2014-03-21,,,,,,,,,,,,,,,,,,,,2.12
2014-03-24,,,,,,,,,,,,,,,,,,,,2.0
2014-03-25,,,,,,,,,,,,,,,,,,,,2.12
2014-03-26,,,,,,,,,,,,,,,,,,,,2.11
2014-03-27,,,,,,,,,,,,,,,,,,,,2.0
2014-03-28,,,,,,,,,,,,,,,,,,,,1.81
2014-03-31,,,,,,,,,,,,,,,,,,,,1.85
2014-04-03,,,,,,,,,,,,,,,,,,,,2.0
2014-04-10,,,,,,,,,,,,,,,,,,,,1.85
2014-04-16,,,,,,,,,,,,,,,,,,,,2.0
2014-04-28,,,,,,,,,,,,,,,,,,,,1.95
2014-04-30,,,,,,,,,,,,,,,,,,,,1.85
2014-05-02,,,,,,,,,,,,,,,,,,,,1.85
2014-05-12,,,,,,,,,,,,,,,,,,,,1.8
2014-05-15,,,,,,,,,,,,,,,,,,,,1.8
2014-05-27,,,,,,,,,,,,,,,,,,,,1.79
2014-05-30,,,,,,,,,,,,,,,,,,,,1.78
2014-06-06,,,,,,,,,,,,,,,,,,,,1.65
2014-06-09,,,,,,,,,,,,,,,,,,,,1.69
2014-06-16,,,,,,,,,,,,,,,,,,,,1.6
2014-06-17,,,,,,,,,,,,,,,,,,,,1.69
2014-06-18,,,,,,,,,,,,,,,,,,,,1.84
2014-06-19,,,,,,,,,,,,,,,,,,,,1.84
2014-06-25,,,,,,,,,,,,,,,,,,,,1.84
2014-06-27,,,,,,,,,,,,,,,,,,,,1.84
2014-07-01,,,,,,,,,,,,,,,,,,,,1.7
2014-07-02,,,,,,,,,,,,,,,,,,,,1.84
2014-07-03,,,,,,,,,,,,,,,,,,,,1.7
2014-07-07,,,,,,,,,,,,,,,,,,,,1.65
2014-07-08,,,,,,,,,,,,,,,,,,,,1.5
2014-07-10,,,,,,,,,,,,,,,,,,,,1.7
2014-07-11,,,,,,,,,,,,,,,,,,,,1.67
2014-07-14,,,,,,,,,,,,,,,,,,,,1.67
2014-07-15,,,,,,,,,,,,,,,,,,,,1.68
2014-07-17,,,,,,,,,,,,,,,,,,,,1.69
2014-07-18,,,,,,,,,,,,,,,,,,,,1.68
2014-07-21,,,,,,,,,,,,,,,,,,,,1.69
2014-07-23,,,,,,,,,,,,,,,,,,,,1.69
2014-07-28,,,,,,,,,,,,,,,,,,,,1.6
2014-07-30,,,,,,,,,,,,,,,,,,,,1.44
2014-08-05,,,,,,,,,,,,,,,,,,,,2.0
2014-08-08,,,,,,,,,,,,,,,,,,,,2.0
2014-08-20,,,,,,,,,,,,,,,,,,,,1.8
2014-08-25,,,,,,,,,,,,,,,,,,,,1.8
2014-09-01,,,,,,,,,,,,,,,,,,,,1.8
2014-09-02,,,,,,,,,,,,,,,,,,,,1.79
2014-09-09,,,,,,,,,,,,,,,,,,,,1.8
2014-09-10,,,,,,,,,,,,,,,,,,,,1.81
2014-09-11,,,,,,,,,,,,,,,,,,,,1.8
2014-09-15,,,,,,,,,,,,,,,,,,,,2.0
2014-09-16,,,,,,,,,,,,,,,,,,,,2.1
2014-09-17,,,,,,,,,,,,,,,,,,,,2.08
2014-09-19,,,,,,,,,,,,,,,,,,,,2.14
2014-09-22,,,,,,,,,,,,,,,,,,,,2.19
2014-09-23,,,,,,,,,,,,,,,,,,,,2.0
2014-09-24,,,,,,,,,,,,,,,,,,,,2.1
2014-09-26,,,,,,,,,,,,,,,,,,,,1.89
2014-09-29,,,,,,,,,,,,,,,,,,,,2.05
2014-09-30,,,,,,,,,,,,,,,,,,,,2.23
2014-10-02,,,,,,,,,,,,,,,,,,,,2.18
2014-10-06,,,,,,,,,,,,,,,,,,,,2.07
2014-10-07,,,,,,,,,,,,,,,,,,,,2.21
2014-10-10,,,,,,,,,,,,,,,,,,,,2.1
2014-10-13,,,,,,,,,,,,,,,,,,,,2.1
2014-10-16,,,,,,,,,,,,,,,,,,,,2.08
2014-10-17,,,,,,,,,,,,,,,,,,,,2.02
2014-10-20,,,,,,,,,,,,,,,,,,,,2.1
2014-10-21,,,,,,,,,,,,,,,,,,,,2.1
2014-10-22,,,,,,,,,,,,,,,,,,,,2.09
2014-10-23,,,,,,,,,,,,,,,,,,,,2.03
2014-10-24,,,,,,,,,,,,,,,,,,,,2.1
2014-10-28,,,,,,,,,,,,,,,,,,,,2.07
2014-10-29,,,,,,,,,,,,,,,,,,,,2.1
2014-10-30,,,,,,,,,,,,,,,,,,,,2.1
2014-10-31,,,,,,,,,,,,,,,,,,,,2.05
2014-11-04,,,,,,,,,,,,,,,,,,,,2.05
2014-11-05,,,,,,,,,,,,,,,,,,,,2.03
2014-11-06,,,,,,,,,,,,,,,,,,,,2.21
2014-11-07,,,,,,,,,,,,,,,,,,,,2.29
2014-11-10,,,,,,,,,,,,,,,,,,,,2.37
2014-11-13,,,,,,,,,,,,,,,,,,,,2.37
2014-11-14,,,,,,,,,,,,,,,,,,,,2.4
2014-11-17,,,,,,,,,,,,,,,,,,,,2.4
2014-11-18,,,,,,,,,,,,,,,,,,,,2.2
2014-11-20,,,,,,,,,,,,,,,,,,,,2.2
2014-11-27,,,,,,,,,,,,,,,,,,,,2.2
2014-11-28,,,,,,,,,,,,,,,,,,,,2.42
2014-12-01,,,,,,,,,,,,,,,,,,,,2.45
2014-12-02,,,,,,,,,,,,,,,,,,,,2.26
2014-12-03,,,,,,,,,,,,,,,,,,,,2.32
2014-12-04,,,,,,,,,,,,,,,,,,,,2.32
2014-12-05,,,,,,,,,,,,,,,,,,,,2.39
2014-12-08,,,,,,,,,,,,,,,,,,,,2.45
2014-12-09,,,,,,,,,,,,,,,,,,,,2.45
2014-12-10,,,,,,,,,,,,,,,,,,,,2.44
2014-12-11,,,,,,,,,,,,,,,,,,,,2.59
2014-12-12,,,,,,,,,,,,,,,,,,,,2.6
2014-12-15,,,,,,,,,,,,,,,,,,,,2.79
2014-12-16,,,,,,,,,,,,,,,,,,,,2.6
2014-12-17,,,,,,,,,,,,,,,,,,,,2.44
2014-12-18,,,,,,,,,,,,,,,,,,,,2.58
2014-12-19,,,,,,,,,,,,,,,,,,,,2.34
2014-12-22,,,,,,,,,,,,,,,,,,,,2.55
2014-12-23,,,,,,,,,,,,,,,,,,,,2.55
2014-12-24,,,,,,,,,,,,,,,,,,,,2.65
2014-12-29,,,,,,,,,,,,,,,,,,,,2.87
2014-12-31,,,,,,,,,,,,,,,,,,,,2.69
2015-01-02,,,,,,,,,,,,,,,,,,,,2.7
2015-01-05,,,,,,,,,,,,,,,,,,,,2.9
2015-01-08,,,,,,,,,,,,,,,,,,,,2.67
2015-01-09,,,,,,,,,,,,,,,,,,,,2.87
2015-01-14,,,,,,,,,,,,,,,,,,,,2.84
2015-01-23,,,,,,,,,,,,,,,,,,,,2.85
2015-01-26,,,,,,,,,,,,,,,,,,,,2.85
2015-01-27,,,,,,,,,,,,,,,,,,,,2.89
2015-01-28,,,,,,,,,,,,,,,,,,,,2.89
2015-01-29,,,,,,,,,,,,,,,,,,,,2.85
2015-01-30,,,,,,,,,,,,,,,,,,,,2.9
2015-02-02,,,,,,,,,,,,,,,,,,,,2.9
2015-02-03,,,,,,,,,,,,,,,,,,,,2.95
2015-02-04,,,,,,,,,,,,,,,,,,,,3.05
2015-02-05,,,,,,,,,,,,,,,,,,,,3.15
2015-02-06,,,,,,,,,,,,,,,,,,,,3.4
2015-02-09,,,,,,,,,,,,,,,,,,,,3.4
2015-02-10,,,,,,,,,,,,,,,,,,,,3.5
2015-02-12,,,,,,,,,,,,,,,,,,,,3.6
2015-02-16,,,,,,,,,,,,,,,,,,,,3.4
2015-02-17,,,,,,,,,,,,,,,,,,,,3.4
2015-02-18,,,,,,,,,,,,,,,,,,,,3.74
2015-02-19,,,,,,,,,,,,,,,,,,,,3.82
2015-02-20,,,,,,,,,,,,,,,,,,,,3.82
2015-02-23,,,,,,,,,,,,,,,,,,,,3.89
2015-02-24,,,,,,,,,,,,,,,,,,,,3.89
2015-02-25,,,,,,,,,,,,,,,,,,,,3.61
2015-02-26,,,,,,,,,,,,,,,,,,,,3.75
2015-02-27,,,,,,,,,,,,,,,,,,,,3.75
2015-03-02,,,,,,,,,,,,,,,,,,,,3.51
2015-03-03,,,,,,,,,,,,,,,,,,,,3.6
2015-03-05,,,,,,,,,,,,,,,,,,,,3.75
2015-03-09,,,,,,,,,,,,,,,,,,,,3.5
2015-03-10,,,,,,,,,,,,,,,,,,,,3.75
2015-03-16,,,,,,,,,,,,,,,,,,,,3.75
2015-03-19,,,,,,,,,,,,,,,,,,,,3.75
2015-03-20,,,,,,,,,,,,,,,,,,,,3.75
2015-03-24,,,,,,,,,,,,,,,,,,,,3.98
2015-03-30,,,,,,,,,,,,,,,,,,,,3.76
2015-03-31,,,,,,,,,,,,,,,,,,,,3.85
2015-04-09,,,,,,,,,,,,,,,,,,,,3.8
2015-04-16,,,,,,,,,,,,,,,,,,,,3.79
2015-04-17,,,,,,,,,,,,,,,,,,,,3.69
2015-04-20,,,,,,,,,,,,,,,,,,,,3.58
2015-04-21,,,,,,,,,,,,,,,,,,,,3.6
2015-04-22,,,,,,,,,,,,,,,,,,,,3.69
2015-04-23,,,,,,,,,,,,,,,,,,,,3.76
2015-04-27,,,,,,,,,,,,,,,,,,,,3.8
2015-04-28,,,,,,,,,,,,,,,,,,,,3.8
2015-04-29,,,,,,,,,,,,,,,,,,,,4.15
2015-04-30,,,,,,,,,,,,,,,,,,,,4.2
2015-05-04,,,,,,,,,,,,,,,,,,,,4.62
2015-05-05,,,,,,,,,,,,,,,,,,,,4.41
2015-05-07,,,,,,,,,,,,,,,,,,,,4.41
2015-05-13,,,,,,,,,,,,,,,,,,,,4.41
2015-05-14,,,,,,,,,,,,,,,,,,,,4.55
2015-05-18,,,,,,,,,,,,,,,,,,,,4.84
2015-05-21,,,,,,,,,,,,,,,,,,,,4.85
2015-05-22,,,,,,,,,,,,,,,,,,,,4.6
2015-05-26,,,,,,,,,,,,,,,,,,,,4.49
2015-05-27,,,,,,,,,,,,,,,,,,,,4.5
2015-05-28,,,,,,,,,,,,,,,,,,,,4.5
2015-06-01,,,,,,,,,,,,,,,,,,,,4.55
2015-06-02,,,,,,,,,,,,,,,,,,,,4.2
2015-06-03,,,,,,,,,,,,,,,,,,,,4.62
2015-06-04,,,,,,,,,,,,,,,,,,,,4.62
2015-06-08,,,,,,,,,,,,,,,,,,,,4.57
2015-06-15,,,,,,,,,,,,,,,,,,,,4.5
2015-06-18,,,,,,,,,,,,,,,,,,,,4.5
2015-06-19,,,,,,,,,,,,,,,,,,,,4.49
2015-06-22,,,,,,,,,,,,,,,,,,,,4.47
2015-06-23,,,,,,,,,,,,,,,,,,,,4.35
2015-06-24,,,,,,,,,,,,,,,,,,,,4.5
2015-06-25,,,,,,,,,,,,,,,,,,,,4.2
2015-06-26,,,,,,,,,,,,,,,,,,,,4.5
2015-07-02,,,,,,,,,,,,,,,,,,,,4.49
2015-07-08,,,,,,,,,,,,,,,,,,,,4.25
2015-07-09,,,,,,,,,,,,,,,,,,,,4.3
2015-07-15,,,,,,,,,,,,,,,,,,,,4.49
2015-07-27,,,,,,,,,,,,,,,,,,,,4.39
2015-07-30,,,,,,,,,,,,,,,,,,,,4.0
2015-07-31,,,,,,,,,,,,,,,,,,,,3.99
2015-08-03,,,,,,,,,,,,,,,,,,,,4.0
2015-08-04,,,,,,,,,,,,,,,,,,,,4.0
2015-08-05,,,,,,,,,,,,,,,,,,,,3.99
2015-08-06,,,,,,,,,,,,,,,,,,,,4.0
2015-08-07,,,,,,,,,,,,,,,,,,,,3.99
2015-08-10,,,,,,,,,,,,,,,,,,,,3.99
2015-08-12,,,,,,,,,,,,,,,,,,,,4.2
2015-08-13,,,,,,,,,,,,,,,,,,,,4.09
2015-08-14,,,,,,,,,,,,,,,,,,,,4.0
2015-08-17,,,,,,,,,,,,,,,,,,,,4.2
2015-08-24,,,,,,,,,,,,,,,,,,,,3.99
2015-08-25,,,,,,,,,,,,,,,,,,,,3.99
2015-08-26,,,,,,,,,,,,,,,,,,,,4.05
2015-08-28,,,,,,,,,,,,,,,,,,,,4.05
2015-08-31,,,,,,,,,,,,,,,,,,,,4.2
2015-09-01,,,,,,,,,,,,,,,,,,,,3.99
