,PARRO FP Equity_DX_SI_QTY,PARRO FP Equity_DX_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PARRO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PARRO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PARRO FP Equity_DX_SI_MV,PARRO FP Equity_DX_DSS,PARRO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY,PARRO FP Equity_DX_BROKER_SI_QTY,PARRO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PARRO FP Equity_DX_BROKER_SI_MV_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_x,PARRO FP Equity_DX_BROKER_SI_MV_INC_x,PARRO FP Equity_DX_SUPPLY_SI_MV_NEW,PARRO FP Equity_DX_BROKER_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_NEW,PARRO FP Equity_DX_SUPPLY_SI_MV_DEC,PARRO FP Equity_DX_BROKER_SI_QTY_INC,PARRO FP Equity_DX_SUPPLY_SI_QTY_DEC,PARRO FP Equity_DX_BROKER_SI_MV_NEW_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PARRO FP Equity_DX_BROKER_SI_MV_INC_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_y,PARRO FP Equity_DX_BROKER_SI_MV_ADD,PARRO FP Equity_DX_SUPPLY_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV,PARRO FP Equity_DX_BROKER_SI_MV_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV_RMV,PARRO FP Equity_DX_BROKER_SI_MV_RMV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PARRO FP Equity_DX_UTILIZATION_QUANTITY,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PARRO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_MV,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PARRO FP Equity_DX_BROKER_SI_CON_RATIO,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PARRO FP Equity_DX_DEMAND_SUPPLY_RATIO,PARRO FP Equity_PX_LAST
2009-05-25,39073.0,253974.5,0.56,3.48,0.29,0.25,0.0,188974.5,16616.0,29073.0,108004.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.87,0.0,0.0,,0.0,100.0,20.98,0.3202,47.91,0.0674,6.5
2009-05-26,39073.0,252411.58,0.56,3.51,0.29,0.25,0.0,187811.58,16616.0,29073.0,107339.36,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.86,0.0,0.0,,0.0,100.0,20.9,0.3268,48.97,0.0673,6.46
2009-05-27,39073.0,246159.9,0.56,3.51,0.29,0.25,0.0,183159.9,16616.0,29073.0,104680.8,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.84,0.0,0.0,,0.0,100.0,20.63,0.3247,48.64,0.0669,6.3
2009-05-28,39073.0,227404.86,0.56,3.47,0.29,0.24,0.0,169204.86,16616.0,29073.0,96705.12,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.86,0.0,0.0,,0.0,100.0,20.64,0.3323,49.91,0.0673,5.82
2009-05-29,39073.0,230530.7,0.56,3.25,0.29,0.24,0.0,171530.7,16616.0,29073.0,98034.4,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.86,0.0,0.0,,0.0,100.0,19.79,0.3392,50.86,0.0673,5.9
2009-06-01,39073.0,230921.43,0.56,3.16,0.29,0.24,0.0,171821.43,11837.0,29073.0,69956.67,,,,,,,,0.03,,4779.0,,,,,,,,0.07,,,,100.0,2.05,0.0,0.0,,0.0,100.0,19.92,0.3383,50.65,0.0677,5.91
2009-06-02,39073.0,234438.0,0.56,3.32,0.29,0.24,0.0,174438.0,16616.0,29073.0,99696.0,,,,,,,,,,,,,,,,4779.0,,0.1,,,,100.0,2.87,0.0,0.0,,0.0,100.0,19.88,0.3384,50.66,0.0676,6.0
2009-06-03,39073.0,234438.0,0.56,3.34,0.29,0.24,0.0,174438.0,16616.0,29073.0,99696.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.87,0.0,0.0,,0.0,100.0,20.05,0.3354,50.24,0.0675,6.0
2009-06-04,39073.0,255928.15,0.56,3.28,0.29,0.25,0.0,190428.15,16616.0,29073.0,108834.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.88,0.0,0.0,,0.0,100.0,21.32,0.3316,49.46,0.0678,6.55
2009-06-05,39073.0,253974.5,0.56,3.04,0.29,0.25,0.0,188974.5,16616.0,29073.0,108004.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.88,0.0,0.0,,0.0,100.0,20.97,0.3212,48.02,0.0678,6.5
2009-06-08,39073.0,257491.07,0.56,3.02,0.29,0.25,0.0,191591.07,16616.0,29073.0,109499.44,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.89,0.0,0.0,,0.0,100.0,20.98,0.3222,48.17,0.0679,6.59
2009-06-09,39073.0,257881.8,0.56,2.89,0.29,0.25,0.0,191881.8,16616.0,29073.0,109665.6,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.87,0.0,0.0,,0.0,100.0,20.83,0.3211,48.02,0.0675,6.6
2009-06-10,39073.0,268040.78,0.56,2.87,0.29,0.26,0.0,199440.78,16616.0,29073.0,113985.76,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.87,0.0,0.0,,0.0,100.0,21.74,0.3183,47.42,0.0675,6.86
2009-06-11,39073.0,268822.24,0.56,2.8,0.29,0.26,0.0,200022.24,16616.0,29073.0,114318.08,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.87,0.0,0.0,,0.0,100.0,21.56,0.3144,46.83,0.0675,6.88
2009-06-12,39073.0,281325.6,0.56,2.82,0.29,0.26,0.0,209325.6,16616.0,29073.0,119635.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,2.79,0.0,0.0,,0.0,100.0,22.26,0.3122,46.34,0.0656,7.2
2009-06-15,39073.0,300862.1,0.56,2.79,0.29,0.27,0.0,223862.1,16616.0,29073.0,127943.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,2.79,0.0,0.0,,0.0,100.0,22.71,0.3062,45.23,0.0655,7.7
2009-06-16,39073.0,289530.93,0.56,2.64,0.29,0.27,0.0,215430.93,16616.0,29073.0,123124.56,,,,,,,,,,,,,,,,,,0.13,,,,100.0,2.79,0.0,0.0,,0.0,100.0,22.46,0.3004,44.42,0.0655,7.41
2009-06-17,39073.0,281325.6,0.56,2.72,0.29,0.27,0.0,209325.6,16616.0,29073.0,119635.2,,,,,,,,,,,,,,,,,,0.12,,,,100.0,2.78,0.0,0.0,,0.0,100.0,22.08,0.3056,45.4,0.0654,7.2
2009-06-18,43073.0,310556.33,0.61,3.01,0.32,0.3,0.0,209616.33,19616.0,29073.0,141431.36,,,,,,,,0.01,,1000.0,,,,,,4000.0,,0.14,,,,4.67,3.27,400544.0,2887922.24,,2.9,4.66,19.69,0.2602,41.26,0.0719,7.21
2009-06-19,43073.0,314432.9,0.61,3.08,0.32,0.3,0.0,212232.9,19616.0,29073.0,143196.8,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.27,400544.0,2923971.2,,2.92,4.64,19.86,0.2596,41.12,0.0718,7.3
2009-06-22,43073.0,306249.03,0.61,3.25,0.32,0.3,0.0,206709.03,19616.0,29073.0,139469.76,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.28,400544.0,2847867.84,,2.85,4.73,19.79,0.2603,41.29,0.072,7.11
2009-06-23,42073.0,298718.3,0.6,3.37,0.31,0.29,0.0,199318.3,19616.0,28073.0,139273.6,,,,,,,,,,,,,,,,,1000.0,0.14,0.01,,,4.67,3.28,400544.0,2843862.4,,2.83,4.68,19.95,0.275,42.73,0.0703,7.1
2009-06-24,42073.0,294511.0,0.6,3.48,0.31,0.29,0.0,196511.0,19616.0,28073.0,137312.0,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.27,400544.0,2803808.0,,2.82,4.68,19.97,0.2752,42.74,0.0702,7.0
2009-06-25,42073.0,292407.35,0.6,3.56,0.31,0.28,0.0,195107.35,19616.0,28073.0,136331.2,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2783780.8,,2.77,4.7,19.83,0.2774,43.16,0.0723,6.95
2009-06-26,42073.0,297876.84,0.6,3.62,0.31,0.28,0.0,198756.84,19616.0,28073.0,138881.28,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2835851.52,,2.84,4.65,20.12,0.2756,42.8,0.0723,7.08
2009-06-29,42073.0,300821.95,0.6,3.6,0.31,0.29,0.0,200721.95,19616.0,28073.0,140254.4,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2863889.6,,2.86,4.65,20.16,0.2745,42.62,0.0723,7.15
2009-06-30,42073.0,294931.73,0.6,3.98,0.31,0.29,0.0,196791.73,19616.0,28073.0,137508.16,,,485.0,,,,,0.01,,1528.0,,,,485.0,,1043.0,,0.14,,,,4.67,3.38,400544.0,2807813.44,,2.8,4.72,20.04,0.2749,42.69,0.0724,7.01
2009-07-01,42073.0,298718.3,0.6,3.85,0.31,0.28,0.0,199318.3,19616.0,28073.0,139273.6,,,4000.0,,,,,0.03,,4000.0,,,,4000.0,,,,0.14,,,,100.0,11.13,0.0,0.0,,0.0,100.0,20.07,0.2757,42.85,0.2387,7.1
2009-07-02,42073.0,298718.3,0.6,3.92,0.31,0.29,0.0,199318.3,19616.0,28073.0,139273.6,,,,,,,,,,,,,,,,,,0.14,,,,100.0,11.13,0.0,0.0,,0.0,100.0,20.16,0.2744,42.58,0.2388,7.1
2009-07-03,42073.0,293669.54,0.6,4.01,0.31,0.28,0.0,195949.54,19616.0,28073.0,136919.68,,,,,,,,,,,,,,,,,,0.14,,,,100.0,11.13,0.0,0.0,,0.0,100.0,19.94,0.2751,42.77,0.2388,6.98
2009-07-06,42073.0,291986.62,0.6,3.99,0.31,0.28,0.0,194826.62,19616.0,28073.0,136135.04,,,,,,,,,,,,,,,,,,0.14,,,,100.0,11.01,0.0,0.0,,0.0,100.0,19.8,0.2777,43.22,0.2362,6.94
2009-07-07,42073.0,294511.0,0.6,4.02,0.31,0.28,0.0,196511.0,19616.0,28073.0,137312.0,,,,,,,,0.03,,4000.0,,,,,,4000.0,,0.14,,,,4.67,3.36,400544.0,2803808.0,,2.82,4.64,20.09,0.2767,43.02,0.0721,7.0
2009-07-08,42073.0,290724.43,0.6,3.92,0.31,0.28,0.0,193984.43,19616.0,28073.0,135546.56,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2767759.04,,2.77,4.7,19.83,0.2773,43.15,0.0723,6.91
2009-07-09,42073.0,289462.24,0.6,4.02,0.31,0.28,0.0,193142.24,19616.0,28073.0,134958.08,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2755742.72,,2.75,4.69,19.97,0.2783,43.29,0.0723,6.88
2009-07-10,42073.0,295352.46,0.6,4.37,0.31,0.28,0.0,197072.46,19616.0,28073.0,137704.32,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2811818.88,,2.81,4.62,20.03,0.2776,43.19,0.0723,7.02
2009-07-13,42073.0,298718.3,0.6,4.46,0.31,0.28,0.0,199318.3,19616.0,28073.0,139273.6,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2843862.4,,2.84,4.65,20.12,0.2756,42.8,0.0723,7.1
2009-07-14,42073.0,300821.95,0.6,4.42,0.31,0.29,0.0,200721.95,19616.0,28073.0,140254.4,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.35,400544.0,2863889.6,,2.86,4.66,20.14,0.2744,42.59,0.0719,7.15
2009-07-15,42073.0,299139.03,0.6,4.44,0.31,0.29,0.0,199599.03,19616.0,28073.0,139469.76,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2847867.84,,2.84,4.69,20.06,0.2742,42.56,0.0723,7.11
2009-07-16,42073.0,297035.38,0.6,4.51,0.31,0.29,0.0,198195.38,19616.0,28073.0,138488.96,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2827840.64,,2.82,4.69,19.96,0.2751,42.73,0.0723,7.06
2009-07-17,42073.0,298297.57,0.6,4.95,0.31,0.29,0.0,199037.57,19616.0,28073.0,139077.44,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2839856.96,,2.84,4.66,20.06,0.2752,42.75,0.0723,7.09
2009-07-20,42073.0,293248.81,0.6,4.79,0.31,0.28,0.0,195668.81,19616.0,28073.0,136723.52,,,,,,,,,,,,,,,,,,0.14,,,,4.67,3.37,400544.0,2791791.68,,2.82,4.68,19.98,0.2752,42.76,0.0723,6.97
2009-07-21,42073.0,292407.35,0.6,5.03,0.31,0.28,0.0,195107.35,19616.0,28073.0,136331.2,,,4000.0,,,,,0.03,,4000.0,,,,4000.0,,,,0.14,,,,100.0,11.08,0.0,0.0,,0.0,100.0,19.87,0.2773,43.14,0.2377,6.95
2009-07-22,42073.0,288620.78,0.6,5.08,0.31,0.28,0.0,192580.78,19616.0,28073.0,134565.76,,,,,,,,,,,,,,,,,,0.14,,,,100.0,11.08,0.0,0.0,,0.0,100.0,19.78,0.2784,43.36,0.2377,6.86
2009-07-23,20132.0,139716.08,0.29,2.54,0.15,0.14,0.0,69906.62,15675.0,10073.0,108784.5,,,59.0,,,,,0.03,,4000.0,,,,59.0,,,18000.0,0.11,0.12,,,8.86,8.86,161316.0,1119533.04,,1.12,8.84,40.29,0.3446,41.04,0.1137,6.94
2009-07-24,20073.0,137500.05,0.29,2.55,0.15,0.14,0.0,69000.05,15616.0,10073.0,106969.6,,,,,,,,0.0,,59.0,,,,,,,,0.11,,,,100.0,8.82,0.0,0.0,,0.0,100.0,40.49,0.343,40.6,0.1134,6.85
2009-07-27,20073.0,137299.32,0.29,2.69,0.15,0.14,0.0,68899.32,15616.0,10073.0,106813.44,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.69,0.0,0.0,,0.0,100.0,40.39,0.3433,40.75,0.0345,6.84
2009-07-28,20073.0,133083.99,0.29,3.3,0.15,0.13,0.0,66783.99,15616.0,10073.0,103534.08,,,,,,,,,,,,,,,,,,0.11,,,,100.0,2.69,0.0,0.0,,0.0,100.0,40.08,0.3419,40.84,0.0345,6.63
2009-07-29,20073.0,133284.72,0.29,3.26,0.15,0.13,0.0,66884.72,15616.0,10073.0,103690.24,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.69,0.0,0.0,,0.0,100.0,40.25,0.3429,40.83,0.0345,6.64
2009-07-30,20073.0,130073.04,0.29,3.34,0.15,0.13,0.0,65273.04,15616.0,10073.0,101191.68,,,,,,,,,,,,,,,,,,0.1,,,,100.0,2.69,0.0,0.0,,0.0,100.0,40.07,0.3413,40.77,0.0345,6.48
2009-07-31,12000.0,86160.0,0.17,1.86,0.09,0.08,0.0,14360.0,10000.0,2000.0,71800.0,,,,,,,,0.04,,5616.0,,,,,,,8073.0,0.06,0.05,,,100.0,1.72,0.0,0.0,,0.0,100.0,16.98,0.5018,67.92,0.0206,7.18
2009-08-03,12000.0,89280.0,0.17,1.57,0.09,0.08,0.0,14880.0,10000.0,2000.0,74400.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.72,0.0,0.0,,0.0,100.0,17.09,0.5075,68.36,0.0206,7.44
2009-08-04,12000.0,96840.0,0.17,1.4,0.09,0.09,0.0,16140.0,10000.0,2000.0,80700.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.72,0.0,0.0,,0.0,100.0,17.13,0.5094,68.51,0.0206,8.07
2009-08-05,12035.0,98687.0,0.17,1.1,0.09,0.09,0.0,16400.0,10035.0,2000.0,82287.0,,,35.0,,,,,,,,,,,35.0,,,,0.08,,,,1.73,1.73,571498.0,4686283.6,,4.67,1.7,17.15,0.5146,68.91,0.0207,8.2
2009-08-06,13590.0,115379.1,0.19,1.12,0.1,0.11,0.0,16980.0,11590.0,2000.0,98399.1,,,1555.0,,,,,,,,,,,1555.0,,,,0.1,,,,1.99,1.99,569943.0,4838816.07,,4.79,1.94,15.15,0.5583,72.63,0.0234,8.49
2009-08-07,12187.0,109439.26,0.17,1.0,0.09,0.1,0.0,17960.0,10187.0,2000.0,91479.26,,,,,,,,0.01,,1403.0,,,,,,,,0.09,,,,1.98,1.98,503421.0,4520720.58,,4.5,1.89,16.98,0.5215,69.5,0.0237,8.98
2009-08-10,12526.0,115239.2,0.19,0.9,0.1,0.11,0.0,18400.0,10526.0,2000.0,96839.2,,,339.0,,,,,,,,,,,339.0,,,,0.09,,,,1.8,1.8,574643.0,5286715.6,,5.28,1.76,16.55,0.5339,70.54,0.0214,9.2
2009-08-11,12294.0,114948.9,0.19,0.81,0.1,0.11,0.0,18700.0,10294.0,2000.0,96248.9,,,,,,,,0.0,,232.0,,,,,,,,0.09,,,,1.76,1.76,574875.0,5375081.25,,5.36,1.73,16.89,0.5284,70.04,0.021,9.35
2009-08-12,12000.0,111600.0,0.18,0.75,0.09,0.11,0.0,18600.0,10000.0,2000.0,93000.0,,,,,,,,0.0,,294.0,,,,,,,,0.09,,,,100.0,1.71,0.0,0.0,,0.0,100.0,17.33,0.5204,69.33,0.0205,9.3
2009-08-13,13051.0,118372.57,0.18,0.76,0.1,0.12,0.0,18140.0,11051.0,2000.0,100232.57,,,1051.0,,,,,,,,,,,1051.0,,,,0.1,,,,1.89,1.89,574118.0,5207250.26,,5.22,1.93,15.88,0.55,71.87,0.0223,9.07
2009-08-14,12894.0,109470.06,0.17,0.69,0.1,0.11,0.0,16980.0,10894.0,2000.0,92490.06,,,,,,,,0.0,,157.0,,,,,,,,0.1,,,,1.86,1.86,574275.0,4875594.75,,4.92,1.97,16.06,0.5446,71.44,0.022,8.49
2009-08-17,12000.0,101520.0,0.16,0.6,0.09,0.1,0.0,16920.0,10000.0,2000.0,84600.0,,,,,,,,0.01,,894.0,,,,,,,,0.08,,,,100.0,1.7,0.0,0.0,,0.0,100.0,17.25,0.516,69.0,0.0204,8.46
2009-08-18,12016.0,106822.24,0.16,0.6,0.09,0.1,0.0,17780.0,10016.0,2000.0,89042.24,,,16.0,,,,,,,,,,,16.0,,,,0.08,,,,1.65,1.65,596623.0,5303978.47,,5.27,1.58,17.22,0.5163,69.03,0.0198,8.89
2009-08-19,14892.0,133730.16,0.2,0.71,0.12,0.13,0.0,43786.48,11016.0,4876.0,98923.68,,,,0.02,,1000.0,,,1876.0,,,,0.02,,0.01,1000.0,,0.1,,,,100.0,1.81,0.0,0.0,,0.0,100.0,19.31,0.354,53.82,0.0244,8.98
2009-08-20,14876.0,133884.0,0.2,0.67,0.12,0.13,0.0,43884.0,11000.0,4876.0,99000.0,,,,,,,,0.0,,16.0,,,,,,,,0.1,,,,100.0,1.81,0.0,0.0,,0.0,100.0,19.34,0.354,53.81,0.0244,9.0
2009-08-21,14876.0,132545.16,0.2,0.66,0.12,0.13,0.0,43445.16,11000.0,4876.0,98010.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.8,0.0,0.0,,0.0,100.0,19.35,0.3541,53.82,0.0244,8.91
2009-08-24,14876.0,133884.0,0.2,0.63,0.12,0.13,0.0,43884.0,11000.0,4876.0,99000.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,1.8,0.0,0.0,,0.0,100.0,19.33,0.3537,53.78,0.0243,9.0
2009-08-25,9876.0,88390.2,0.13,0.4,0.08,0.09,0.0,43640.2,6000.0,4876.0,53700.0,,,,,,,,0.04,,5000.0,,,,,,,,0.05,,,,100.0,0.98,0.0,0.0,,0.0,100.0,29.12,0.2386,30.38,0.0161,8.95
2009-08-26,9876.0,88390.2,0.13,0.37,0.08,0.09,0.0,43640.2,6000.0,4876.0,53700.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.96,0.0,0.0,,0.0,100.0,29.1,0.2384,30.36,0.0157,8.95
2009-08-27,12574.0,112411.56,0.17,0.47,0.1,0.11,0.0,43591.44,8698.0,4876.0,77760.12,,,2698.0,,,,,,,,,,,2698.0,,,,0.08,,,,100.0,1.37,0.0,0.0,,0.0,100.0,22.9,0.1931,23.89,0.0198,8.94
2009-08-28,12574.0,112411.56,0.17,0.46,0.1,0.11,0.0,43591.44,8698.0,4876.0,77760.12,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.37,0.0,0.0,,0.0,100.0,22.89,0.1931,23.87,0.0198,8.94
2009-08-31,12574.0,108136.4,0.17,0.47,0.1,0.11,0.0,41933.6,8698.0,4876.0,74802.8,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.36,0.0,0.0,,0.0,100.0,22.85,0.1931,23.83,0.0197,8.6
2009-09-01,12574.0,106879.0,0.17,0.45,0.1,0.11,0.0,41446.0,8698.0,4876.0,73933.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.36,0.0,0.0,,0.0,100.0,22.74,0.1925,23.72,0.0196,8.5
2009-09-02,12574.0,106250.3,0.17,0.45,0.1,0.11,0.0,41202.2,8698.0,4876.0,73498.1,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.36,0.0,0.0,,0.0,100.0,22.75,0.1922,23.74,0.0196,8.45
2009-09-03,12574.0,107633.44,0.17,0.44,0.1,0.11,0.0,41738.56,8698.0,4876.0,74454.88,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.36,0.0,0.0,,0.0,100.0,22.76,0.1921,23.74,0.0196,8.56
2009-09-04,12574.0,108765.1,0.17,0.44,0.1,0.11,0.0,42177.4,8698.0,4876.0,75237.7,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.36,0.0,0.0,,0.0,100.0,22.91,0.1934,23.9,0.0196,8.65
2009-09-07,12574.0,111279.9,0.17,0.43,0.1,0.11,0.0,43152.6,8698.0,4876.0,76977.3,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.35,0.0,0.0,,0.0,100.0,23.01,0.1935,24.0,0.0195,8.85
2009-09-08,12574.0,111405.64,0.17,0.43,0.1,0.11,0.0,43201.36,8698.0,4876.0,77064.28,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.34,0.0,0.0,,0.0,100.0,23.01,0.194,24.0,0.0194,8.86
2009-09-09,12574.0,113166.0,0.2,0.43,0.1,0.11,0.0,43884.0,8698.0,4876.0,78282.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.32,0.0,0.0,,0.0,100.0,22.97,0.1941,23.97,0.0191,9.0
2009-09-10,12574.0,111657.12,0.2,0.42,0.1,0.11,0.0,43298.88,8698.0,4876.0,77238.24,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.32,0.0,0.0,,0.0,100.0,22.99,0.1944,23.98,0.019,8.88
2009-09-11,12574.0,112034.34,0.2,0.42,0.1,0.11,0.0,43445.16,8698.0,4876.0,77499.18,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.32,0.0,0.0,,0.0,100.0,22.87,0.1932,23.86,0.019,8.91
2009-09-14,12574.0,112537.3,0.2,0.35,0.1,0.11,0.0,43640.2,8698.0,4876.0,77847.1,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.32,0.0,0.0,,0.0,100.0,22.86,0.1933,23.85,0.0192,8.95
2009-09-15,12574.0,111908.6,0.2,0.36,0.1,0.11,0.0,43396.4,8698.0,4876.0,77412.2,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.32,0.0,0.0,,0.0,100.0,22.89,0.1933,23.88,0.0192,8.9
2009-09-16,10200.0,91596.0,0.17,0.3,0.08,0.09,0.0,43786.48,6324.0,4876.0,56789.52,,,324.0,,,,,0.02,,2698.0,,,,324.0,,,,0.06,,,,100.0,0.96,0.0,0.0,,0.0,100.0,28.2,0.2434,32.59,0.0155,8.98
2009-09-17,9876.0,88291.44,0.16,0.29,0.08,0.09,0.0,43591.44,6000.0,4876.0,53640.0,,,,,,,,0.0,,324.0,,,,,,,,0.05,,,,100.0,0.93,0.0,0.0,,0.0,100.0,29.15,0.2388,30.4,0.0153,8.94
2009-09-18,9876.0,88291.44,0.16,0.28,0.08,0.09,0.0,43591.44,6000.0,4876.0,53640.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.93,0.0,0.0,,0.0,100.0,29.13,0.2387,30.39,0.0153,8.94
2009-09-21,9876.0,87501.36,0.16,0.29,0.08,0.09,0.0,43201.36,6000.0,4876.0,53160.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.94,0.0,0.0,,0.0,100.0,29.13,0.2387,30.39,0.0154,8.86
2009-09-22,9876.0,87501.36,0.16,0.29,0.08,0.09,0.0,43201.36,6000.0,4876.0,53160.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.94,0.0,0.0,,0.0,100.0,29.11,0.2385,30.36,0.0154,8.86
2009-09-23,9876.0,87402.6,0.16,0.3,0.08,0.09,0.0,43152.6,7000.0,4876.0,61950.0,,,1000.0,,,,,,,,,,,1000.0,,,,0.05,,,,100.0,1.09,0.0,0.0,,0.0,100.0,29.19,0.2386,30.33,0.0154,8.85
2009-09-24,9876.0,87007.56,0.16,0.31,0.08,0.09,0.0,42957.56,7000.0,4876.0,61670.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.9,0.0,0.0,,0.0,100.0,29.13,0.2385,30.35,0.0127,8.81
2009-09-25,9876.0,87402.6,0.16,0.32,0.08,0.09,0.0,43152.6,6000.0,4876.0,53100.0,,,,,,,,0.0,,1000.0,,,,,,,,0.05,,,,100.0,0.77,0.0,0.0,,0.0,100.0,29.21,0.2385,30.3,0.0126,8.85
2009-09-28,10605.0,93748.2,0.17,0.36,0.08,0.09,0.0,49548.2,6729.0,5605.0,59484.36,,,,,,729.0,,,,,,,,,0.01,729.0,,0.06,,,,100.0,0.85,0.0,0.0,,0.0,100.0,27.02,0.2241,28.15,0.0133,8.84
2009-09-29,10605.0,94278.45,0.17,0.36,0.08,0.09,0.0,49828.45,6729.0,5605.0,59820.81,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.86,0.0,0.0,,0.0,100.0,26.98,0.224,28.14,0.0136,8.89
2009-09-30,11605.0,103864.75,0.19,0.4,0.09,0.1,0.0,59114.75,7729.0,6605.0,69174.55,,,1000.0,,,2000.0,,,,,,,,1000.0,0.02,,1000.0,0.07,0.01,,,100.0,0.99,0.0,0.0,,0.0,100.0,24.68,0.1982,25.75,0.0148,8.95
2009-10-01,11605.0,114889.5,0.19,0.41,0.09,0.11,0.0,65389.5,10458.0,6605.0,103534.2,,,2729.0,,,,,,,,,,,2729.0,,,,0.07,,,,100.0,1.33,0.0,0.0,,0.0,100.0,24.25,0.1974,25.3,0.0148,9.9
2009-10-02,11605.0,113612.95,0.19,0.37,0.09,0.12,0.0,64662.95,7729.0,6605.0,75666.91,,,,,,,,0.0,,2729.0,,,,,,,,0.08,,,,100.0,0.98,0.0,0.0,,0.0,100.0,24.75,0.1983,25.82,0.0147,9.79
2009-10-05,11605.0,114657.4,0.19,0.37,0.09,0.11,0.0,65257.4,7729.0,6605.0,76362.52,,,,,,,,,,,,,,,,,,0.08,,,,100.0,0.98,0.0,0.0,,0.0,100.0,24.67,0.1981,25.73,0.0147,9.88
