,JPNK FP Equity_DX_SI_QTY,JPNK FP Equity_DX_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPNK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPNK FP Equity_DX_SI_MV,JPNK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SUPPLY_SI_QTY,JPNK FP Equity_DX_BROKER_SI_QTY,JPNK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPNK FP Equity_DX_BROKER_SI_MV_NEW_x,JPNK FP Equity_DX_BROKER_SI_MV_INC_x,JPNK FP Equity_DX_BROKER_SI_QTY_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_NEW,JPNK FP Equity_DX_BROKER_SI_QTY_INC,JPNK FP Equity_DX_BROKER_SI_MV_NEW_y,JPNK FP Equity_DX_BROKER_SI_MV_INC_y,JPNK FP Equity_DX_BROKER_SI_MV_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_DEC,JPNK FP Equity_DX_SUPPLY_SI_MV,JPNK FP Equity_DX_BROKER_SI_MV_DEC,JPNK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPNK FP Equity_DX_UTILIZATION_QUANTITY,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPNK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPNK FP Equity_DX_ACTIVE_UTILIZATION_MV,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPNK FP Equity_DX_BROKER_SI_CON_RATIO,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPNK FP Equity_DX_DEMAND_SUPPLY_RATIO,JPNK FP Equity_PX_LAST
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9869.34,0.01,0.0,,0.0,,0.0,126.53
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9830.34,0.01,0.0,,0.0,,0.0,126.03
2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9661.86,0.01,0.0,,0.0,,0.0,123.87
2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9734.4,0.01,0.0,,0.0,,0.0,124.8
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.19
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.19
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.52
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.23
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6882
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.82
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.81
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.28
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.83
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6129
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5686
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1437
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0098
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8693
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8638
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6223
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.21
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8912
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.3281
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.6896
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9354
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.6905
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.428
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.4533
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.114
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.7562
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.01
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.83
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2979
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0928
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6696
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2747
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9092
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3083
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3646
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.3024
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5052
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4465
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4083
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0593
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.2117
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.889
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0345
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6512
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.5717
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.46
2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.75
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.54
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.44
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.16
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.57
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.31
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.7981
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0836
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.762
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.14
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.48
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.22
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.8431
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.505
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.7609
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9748
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.86
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1243
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8458
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6739
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.9907
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0
2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.88
2018-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.85
2018-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.86
2018-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.86
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3
2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5122
2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.465
2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.11
2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.13
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.54
2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.3709
2018-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.46
2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1964
2018-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.915
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.4
2018-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.169
2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.12
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10096.32,0.01,0.0,,0.0,,0.0,129.44
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10205.52,0.01,0.0,,0.0,,0.0,130.84
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10261.68,0.01,0.0,,0.0,,0.0,131.56
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10116.6,0.01,0.0,,0.0,,0.0,129.7
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10043.28,0.01,0.0,,0.0,,0.0,128.76
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10092.42,0.01,0.0,,0.0,,0.0,129.39
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10093.08,0.01,0.0,,0.0,,0.0,129.3985
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10070.16,0.01,0.0,,0.0,,0.0,129.1046
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10055.32,0.01,0.0,,0.0,,0.0,128.9143
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10122.06,0.01,0.0,,0.0,,0.0,129.77
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10124.4,0.01,0.0,,0.0,,0.0,129.8
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10108.81,0.01,0.0,,0.0,,0.0,129.6001
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10098.66,0.01,0.0,,0.0,,0.0,129.47
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10014.06,0.01,0.0,,0.0,,0.0,128.3854
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10108.5,0.01,0.0,,0.0,,0.0,129.5962
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10003.5,0.01,0.0,,0.0,,0.0,128.25
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10007.3,0.01,0.0,,0.0,,0.0,128.2987
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10008.57,0.01,0.0,,0.0,,0.0,128.315
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10019.49,0.01,0.0,,0.0,,0.0,128.455
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9937.2,0.01,0.0,,0.0,,0.0,127.4
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9949.29,0.01,0.0,,0.0,,0.0,127.555
2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9895.86,0.01,0.0,,0.0,,0.0,126.87
2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9893.91,0.01,0.0,,0.0,,0.0,126.845
2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9983.83,0.01,0.0,,0.0,,0.0,127.9978
2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9942.66,0.01,0.0,,0.0,,0.0,127.47
2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9980.85,0.01,0.0,,0.0,,0.0,127.9596
2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9956.7,0.01,0.0,,0.0,,0.0,127.65
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10000.38,0.01,0.0,,0.0,,0.0,128.21
2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9971.52,0.01,0.0,,0.0,,0.0,127.84
2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9916.14,0.01,0.0,,0.0,,0.0,127.13
2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9764.82,0.01,0.0,,0.0,,0.0,125.19
2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9748.44,0.01,0.0,,0.0,,0.0,124.98
2018-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9792.12,0.01,0.0,,0.0,,0.0,125.54
2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9786.66,0.01,0.0,,0.0,,0.0,125.47
2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9796.8,0.01,0.0,,0.0,,0.0,125.6
2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9786.78,0.01,0.0,,0.0,,0.0,125.4716
2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9816.3,0.01,0.0,,0.0,,0.0,125.85
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9956.7,0.01,0.0,,0.0,,0.0,127.65
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,9977.92,0.01,0.0,,0.0,,0.0,127.922
2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10163.4,0.01,0.0,,0.0,,0.0,130.3
2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10240.62,0.01,0.0,,0.0,,0.0,131.29
2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10189.92,0.01,0.0,,0.0,,0.0,130.64
2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10221.9,0.01,0.0,,0.0,,0.0,131.05
2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10149.36,0.01,0.0,,0.0,,0.0,130.12
2018-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10259.46,0.01,0.0,,0.0,,0.0,131.5315
2018-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10336.56,0.01,0.0,,0.0,,0.0,132.52
2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10363.86,0.01,0.0,,0.0,,0.0,132.87
2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10376.34,0.01,0.0,,0.0,,0.0,133.03
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10490.69,0.01,0.0,,0.0,,0.0,134.496
2018-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10451.22,0.01,0.0,,0.0,,0.0,133.99
2018-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10409.49,0.01,0.0,,0.0,,0.0,133.455
2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10250.76,0.01,0.0,,0.0,,0.0,131.42
2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10235.94,0.01,0.0,,0.0,,0.0,131.23
2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,78.0,10252.32,0.01,0.0,,0.0,,0.0,131.44
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.28
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.9974
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6499
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.78
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.88
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9142
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.325
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.45
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.75
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.49
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.67
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.47
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.81
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.02
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.92
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.12
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0518
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.7116
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.62
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.11
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.69
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.06
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.47
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.54
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.54
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.04
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.65
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.22
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.87
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.9
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1595
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.2
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.59
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.895
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.85
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.71
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.98
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.47
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.53
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.59
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.91
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.43
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.16
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.53
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.04
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.94
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.26
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.93
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.04
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9657
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.61
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.07
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.9
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.27
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.69
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.81
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.16
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.36
2019-01-09,1400.0,165466.0,1.6,0.12,0.17,165466.0,0.0,1400.0,0.0,,,1400.0,,,,,0.17,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,118.19
2019-01-10,1400.0,166306.0,1.6,0.12,0.17,166306.0,0.0,1400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,118.79
2019-01-11,1400.0,165153.94,1.6,0.12,0.17,165153.94,0.0,1400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,117.9671
2019-01-14,1400.0,164822.0,1.68,0.12,0.17,164822.0,0.0,1400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,117.73
2019-01-15,1400.0,168014.0,1.53,0.12,0.17,168014.0,0.0,1400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,120.01
2019-01-16,1400.0,169008.0,1.52,0.12,0.17,169008.0,0.0,1400.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,120.72
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.38
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.81
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.88
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.58
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.79
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.61
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0275
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.83
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.16
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8608
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.25
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.78
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.88
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.55
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.13
