,ALPLA FP Equity_DX_SI_QTY,ALPLA FP Equity_DX_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPLA FP Equity_DX_SI_MV,ALPLA FP Equity_DX_DSS,ALPLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SUPPLY_SI_QTY,ALPLA FP Equity_DX_BROKER_SI_QTY,ALPLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPLA FP Equity_DX_BROKER_SI_QTY_ADD,ALPLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALPLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPLA FP Equity_DX_BROKER_SI_MV_ADD,ALPLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPLA FP Equity_DX_BROKER_SI_QTY_DEC,ALPLA FP Equity_DX_SUPPLY_SI_MV,ALPLA FP Equity_DX_BROKER_SI_MV_DEC,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPLA FP Equity_DX_BROKER_SI_CON_RATIO,ALPLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPLA FP Equity_PX_LAST
2006-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2006-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2006-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2006-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2006-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2006-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2006-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2006-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2006-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2006-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2006-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2006-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2007-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2007-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2007-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2007-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2007-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2007-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2007-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2007-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2007-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2007-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2007-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2007-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42
2007-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2007-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2007-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2007-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2007-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2007-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2007-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2007-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2007-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2007-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2007-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2007-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2007-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2007-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2007-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2007-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24
2007-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2007-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2007-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2007-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2007-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91
2007-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91
2007-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2007-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2007-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2007-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2007-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2007-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2007-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2007-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2007-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2007-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2007-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2007-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2007-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2007-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2007-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2007-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2007-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2007-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2007-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2007-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2007-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2007-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2007-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2007-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2007-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
2007-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2007-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2007-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2007-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21
2007-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2007-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2007-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2007-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2007-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2007-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2007-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2007-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2007-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
2007-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2007-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2007-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2007-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31
2007-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2007-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35
2007-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2007-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2007-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
2007-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2007-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2007-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2007-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2007-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2007-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2007-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2007-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2007-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23
2007-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2007-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2007-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
2007-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2007-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2007-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24
2007-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2007-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2007-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2007-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77
2007-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2007-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2007-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2007-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2007-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
2007-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2007-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2007-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2007-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2007-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2007-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2007-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2007-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2007-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2008-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2008-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2008-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2008-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2008-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2008-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2008-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2008-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2008-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2008-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2008-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2008-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2008-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2008-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2008-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2008-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2008-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2008-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2008-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2008-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29
2008-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2008-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2008-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2008-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2008-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2008-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2008-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2008-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2008-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2008-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2008-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2008-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
2008-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2008-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2008-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
2008-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53
2008-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54
2008-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2008-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2008-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
2008-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73
2008-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2008-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2008-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2008-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
2008-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2008-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2008-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91
2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2008-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71
2008-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2008-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2008-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
2008-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2008-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2008-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2008-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2008-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51
2008-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2008-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2008-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2008-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
